Date,Value
2010-02-28,92.0
2010-01-31,91.71
2009-12-31,92.47
2009-11-30,92.18
2009-10-31,92.07
2009-09-30,91.86
2009-08-31,91.84
2009-07-31,91.52
2009-06-30,92.13
2009-05-31,91.94
2009-04-30,91.9
2009-03-31,91.57
2009-02-28,91.22
2009-01-31,90.85
2008-12-31,91.62
2008-11-30,91.74
2008-10-31,92.18
2008-09-30,92.16
2008-08-31,91.99
2008-07-31,92.12
2008-06-30,92.26
2008-05-31,91.91
2008-04-30,91.34
2008-03-31,91.05
2008-02-29,90.16
2008-01-31,89.85
2007-12-31,90.19
2007-11-30,89.83
2007-10-31,89.35
2007-09-30,88.92
2007-08-31,88.59
2007-07-31,88.53
2007-06-30,88.75
2007-05-31,88.66
2007-04-30,88.45
2007-03-31,87.89
2007-02-28,87.31
2007-01-31,87.06
2006-12-31,87.51
2006-11-30,87.17
2006-10-31,87.14
2006-09-30,87.07
2006-08-31,87.07
2006-07-31,86.99
2006-06-30,87.1
2006-05-31,87.03
2006-04-30,86.79
2006-03-31,86.22
2006-02-28,85.73
2006-01-31,85.48
2005-12-31,85.88
2005-11-30,85.58
2005-10-31,85.77
2005-09-30,85.56
2005-08-31,85.12
2005-07-31,84.91
2005-06-30,85.01
2005-05-31,84.92
2005-04-30,84.73
2005-03-31,84.38
2005-02-28,83.76
2005-01-31,83.45
2004-12-31,83.98
2004-11-30,83.66
2004-10-31,83.72
2004-09-30,83.4
2004-08-31,83.3
2004-07-31,83.13
2004-06-30,83.31
2004-05-31,83.27
2004-04-30,83.01
2004-03-31,82.59
2004-02-29,82.07
2004-01-31,81.88
2003-12-31,82.08
2003-11-30,81.83
2003-10-31,81.79
2003-09-30,81.67
2003-08-31,81.38
2003-07-31,81.26
2003-06-30,81.38
2003-05-31,81.28
2003-04-30,81.33
2003-03-31,81.21
2003-02-28,80.75
2003-01-31,80.42
2002-12-31,80.49
2002-11-30,80.1
2002-10-31,80.16
2002-09-30,79.97
2002-08-31,79.77
2002-07-31,79.72
2002-06-30,79.8
2002-05-31,79.83
2002-04-30,79.69
2002-03-31,79.33
2002-02-28,78.88
2002-01-31,78.67
2001-12-31,78.67
2001-11-30,78.32
2001-10-31,78.37
2001-09-30,78.3
2001-08-31,78.09
2001-07-31,78.16
2001-06-30,78.34
2001-05-31,78.22
2001-04-30,77.86
2001-03-31,77.39
2001-02-28,76.98
2001-01-31,76.76
2000-12-31,77.08
2000-11-30,76.8
2000-10-31,76.64
2000-09-30,76.63
2000-08-31,76.32
2000-07-31,76.26
2000-06-30,76.16
2000-05-31,75.88
2000-04-30,75.79
2000-03-31,75.72
2000-02-29,75.49
2000-01-31,75.25
1999-12-31,75.21
1999-11-30,74.96
1999-10-31,74.86
1999-09-30,74.82
1999-08-31,74.79
1999-07-31,74.69
1999-06-30,74.57
1999-05-31,74.57
1999-04-30,74.51
1999-03-31,74.27
1999-02-28,74.06
1999-01-31,73.87
1998-12-31,73.92
1998-11-30,73.89
1998-10-31,73.89
1998-09-30,73.91
1998-08-31,73.97
1998-07-31,73.94
1998-06-30,73.91
1998-05-31,73.88
1998-04-30,73.73
1998-03-31,73.58
1998-02-28,73.52
1998-01-31,73.32
1997-12-31,73.38
1997-11-30,73.3
1997-10-31,73.21
1997-09-30,73.18
1997-08-31,73.14
1997-07-31,73.02
1997-06-30,72.94
1997-05-31,72.92
1997-04-30,72.72
1997-03-31,72.76
1997-02-28,72.7
1997-01-31,72.54
1996-12-31,72.31
1996-11-30,72.13
1996-10-31,72.11
1996-09-30,72.05
1996-08-31,71.91
1996-07-31,71.95
1996-06-30,71.95
1996-05-31,71.94
1996-04-30,71.77
1996-03-31,71.66
1996-02-29,71.4
1996-01-31,71.08
1995-12-31,83.5
1995-11-30,83.33
1995-10-31,83.25
1995-09-30,83.16
1995-08-31,82.99
1995-07-31,82.91
1995-06-30,82.91
1995-05-31,82.66
1995-04-30,82.57
1995-03-31,82.4
1995-02-28,82.15
1995-01-31,81.73
1994-12-31,81.56
1994-11-30,81.39
1994-10-31,81.3
1994-09-30,81.22
1994-08-31,81.13
1994-07-31,80.96
1994-06-30,80.8
1994-05-31,80.71
1994-04-30,80.46
1994-03-31,80.37
1994-02-28,80.2
1994-01-31,79.78
1993-12-31,79.53
1993-11-30,79.44
1993-10-31,79.27
1993-09-30,79.1
1993-08-31,79.02
1993-07-31,78.93
1993-06-30,78.68
1993-05-31,78.51
1993-04-30,78.34
1993-03-31,78.17
1993-02-28,77.92
1993-01-31,77.5
1992-12-31,77.07
1992-11-30,76.99
1992-10-31,76.73
1992-09-30,76.57
1992-08-31,76.48
1992-07-31,76.4
1992-06-30,76.31
1992-05-31,76.14
1992-04-30,75.89
1992-03-31,75.72
1992-02-29,75.38
1992-01-31,74.96
1991-12-31,74.7
1991-11-30,74.7
1991-10-31,74.37
1991-09-30,74.11
1991-08-31,74.03
1991-07-31,73.94
1991-06-30,73.43
1991-05-31,73.18
1991-04-30,72.84
1991-03-31,72.59
1991-02-28,72.59
1991-01-31,72.17
1990-12-31,71.74
1990-11-30,71.74
1990-10-31,71.74
1990-09-30,71.32
1990-08-31,70.81
1990-07-31,70.39
1990-06-30,70.39
1990-05-31,70.3
1990-04-30,70.14
1990-03-31,69.88
1990-02-28,69.71
1990-01-31,69.46
