,Date,Title,Source,URL,Section
25,2023-06-18 02:51:54,The fight for clarity 'has to continue' – Brad Garlinghouse,Cointelegraph,https://cointelegraph.com/news/ripple-ceo-brad-garlinghouse-fight-for-clarity,crypto
26,2023-06-18 00:00:48,"Gold Weekly Forecast: Gold (XAU/USD) Bears Fail to Find Acceptance Below 100-Day MA, Where to Next?",Dailyfx,https://www.dailyfx.com/news/forex-gold-weekly-forecast-gold-xau-usd-bears-fail-to-find-acceptance-below-100-day-ma-where-to-next-20230618.html,forex
27,2023-06-17 21:42:08,"Gary Gensler’s job at risk, BlackRock’s first spot Bitcoin ETF and other news: Hodler’s Digest, June 11-17",Cointelegraph,https://cointelegraph.com/magazine/gary-genslers-job-at-risk-blackrocks-first-spot-bitcoin-etf-hodlers-digest-june-11-17/,crypto
28,2023-06-17 20:43:31,BUSD falls to fourth position among stablecoins,Cointelegraph,https://cointelegraph.com/news/busd-falls-to-fourth-position-among-stablecoins,crypto
29,2023-06-17 17:28:00,Earnings Watch: Are Americans starting to buy more stuff? FedEx’s results will have part of the answer,MarketWatch,https://www.marketwatch.com/story/are-americans-starting-to-buy-more-stuff-fedexs-results-will-have-part-of-the-answer-9ad7f36e,general
30,2023-06-17 17:20:00,Economic Outlook: MarketWatch weekly recession gauge drifts lower,MarketWatch,https://www.marketwatch.com/story/marketwatch-weekly-recession-gauge-drifts-lower-a3c6246d,general
31,2023-06-17 17:01:00,": Another Nvidia board member unloads stock, this time to the tune of $21 million",MarketWatch,https://www.marketwatch.com/story/another-nvidia-board-member-unloads-stock-this-time-to-the-tune-of-21-million-62e9bfbd,general
32,2023-06-17 16:44:00,": Nvidia has talked up AI the most lately, but other highly chatty players may surprise you",MarketWatch,https://www.marketwatch.com/story/nvidia-has-talked-up-ai-the-most-lately-but-other-highly-chatty-players-may-surprise-you-9fcbf05a,general
33,2023-06-17 16:14:00,: Binance.US reaches agreement with SEC to avoid full asset freeze,MarketWatch,https://www.marketwatch.com/story/binance-us-reaches-agreement-with-sec-to-avoid-full-asset-freeze-d3e85a9,general
34,2023-06-17 16:13:23,US court approves SEC-Binance.US agreement,Cointelegraph,https://cointelegraph.com/news/us-court-approves-sec-binanceus-agreement,crypto
35,2023-06-17 16:00:01,I tried beer made from recycled dirty shower water—here's my honest review,CNBC,https://www.cnbc.com/2023/06/17/i-tried-beer-made-from-recycled-dirty-shower-water.html,general
36,2023-06-17 15:16:00,: The company at the center of financial-aid disbursement has left investors with losses and college kids with questionable fees,MarketWatch,https://www.marketwatch.com/story/the-company-at-the-center-of-financial-aid-disbursement-has-left-investors-with-losses-and-college-kids-with-questionable-fees-8e3b94be,general
37,2023-06-17 15:13:45,What is the technical picture look like for the GBPUSD going into next week's trading,Forexlive,https://www.forexlive.com/technical-analysis/what-is-the-technical-picture-look-like-for-the-gbpusd-going-into-next-weeks-trading-20230617/,forex
38,2023-06-17 15:00:01,We asked beauty influencers and everyday people how much they spend on skin care: 'I probably have more serums than shoes',CNBC,https://www.cnbc.com/2023/06/17/how-much-beauty-influencers-and-everyday-people-spend-on-skin-care.html,general
39,2023-06-17 14:51:00,The Ratings Game: Netflix could be looking at a ‘once-in-a-lifetime opportunity’,MarketWatch,https://www.marketwatch.com/story/netflix-could-be-looking-at-a-once-in-a-lifetime-opportunity-fbdb20a3,general
40,2023-06-17 14:04:39,"A.I. human-voice clones are coming for the Amazon, Apple, Google audiobook",CNBC,https://www.cnbc.com/2023/06/17/ai-voice-clones-are-coming-for-the-amazon-apple-google-audiobook.html,general
41,2023-06-17 14:00:01,3 side hustles for people in their 30s: One pays up to $110 per hour,CNBC,https://www.cnbc.com/2023/06/17/side-hustles-for-people-in-their-30s.html,general
42,2023-06-17 14:00:01,"A 'fabulously gay' lifestyle put them $51,000 in debt. Now their net worth is over $1 million",CNBC,https://www.cnbc.com/2023/06/17/how-debt-free-guys-went-from-51000-dollars-in-debt-to-1-million-net-worth.html,general
43,2023-06-17 13:40:00,FA Center: Why there’s a 2-in-3 chance that U.S. stocks will be higher in December,MarketWatch,https://www.marketwatch.com/story/why-theres-a-2-in-3-chance-that-u-s-stocks-will-be-higher-in-december-5bc6403e,general
44,2023-06-17 13:38:40,'Real' meat maker Cargill may emerge big winner in plant-based food as buzzy startup boom fades,CNBC,https://www.cnbc.com/2023/06/17/why-cargill-a-real-meat-maker-may-be-big-winner-in-plant-based-food.html,general
45,2023-06-17 13:30:05,Street looks to extend rally into a holiday-shortened week that is light on data,CNBC,https://www.cnbc.com/2023/06/17/street-looks-to-extend-stock-rally-into-short-holiday-week-light-on-data.html,general
46,2023-06-17 13:00:01,Powerball's jackpot climbs to $366 million — here are the 8 states where you’d win the most,CNBC,https://www.cnbc.com/2023/06/17/powerballs-jackpot-8-states-where-youd-win-the-most.html,general
47,2023-06-17 12:18:00,"Weekend Sip: Last-minute Father’s Day gifts: Try a bourbon-and-tie gift set, or this $25,000 bottle of Scotch",MarketWatch,https://www.marketwatch.com/story/5-boozy-fathers-day-gifts-from-a-bourbon-and-tie-gift-set-to-a-25-000-bottle-of-scotch-2257bdee,general
48,2023-06-17 12:12:00,The Margin: Juneteenth holiday: Will banks be open? Is mail still being delivered?,MarketWatch,https://www.marketwatch.com/story/juneteenth-holiday-will-banks-be-open-is-mail-still-being-delivered-7e51374,general
49,2023-06-17 12:00:01,How restaurants such as Panera and Chipotle are dipping into A.I. to streamline food prep and ordering,CNBC,https://www.cnbc.com/2023/06/17/restaurant-ai-streamline-food-prep-ordering.html,general
50,2023-06-17 11:00:00,": Money tips from Dad: For Father’s Day, financial experts share the money advice they give their kids",MarketWatch,https://www.marketwatch.com/story/money-tips-from-dad-for-fathers-day-financial-experts-share-the-money-advice-they-give-their-kids-66e717e7,general
51,2023-06-17 09:16:16,5 AI tools for learning and research,Cointelegraph,https://cointelegraph.com/news/5-ai-tools-for-learning-and-research,crypto
52,2023-06-17 08:00:00,Euro Forecast: Bullish Breakout Signals Upward Price Trend Ahead for EUR/USD,Dailyfx,https://www.dailyfx.com/news/forex-euro-forecast-bullish-breakout-signals-upward-price-trend-ahead-for-eur-usd-20230617.html,forex
53,2023-06-17 07:55:23,​SEC and Binance.​​US strike a temporary agreement on asset access,Cointelegraph,https://cointelegraph.com/news/sec-and-binance-us-strike-deal-on-asset-access,crypto
54,2023-06-17 07:49:15,"Tether responds to account deactivation controversy, raises compliance checks",Cointelegraph,https://cointelegraph.com/news/tether-responds-to-account-deactivation-controversy,crypto
55,2023-06-17 05:49:52,The New Frontier: Cardano founder Charles Hoskinson goes hunting for aliens & UFOs,Cointelegraph,https://cointelegraph.com/news/the-new-frontier-cardano-founder-charles-hoskinson-goes-hunting-for-aliens-ufos,crypto
56,2023-06-17 05:12:05,"Binance, SEC Strike Deal to Move All U.S. Customer Funds, Wallet Keys Back Onshore",CoinDesk,https://www.coindesk.com/policy/2023/06/17/binance-sec-strike-deal-to-move-all-us-customer-funds-wallet-keys-back-onshore/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,crypto
57,2023-06-17 03:21:02,Crypto payments platform Wyre shutters citing bear market conditions,Cointelegraph,https://cointelegraph.com/news/crypto-payments-platform-wyre-shutters-citing-bear-market-conditions,crypto
58,2023-06-17 00:45:58,Nike teases upcoming ‘Airphoria’ NFT sneaker hunt on Fortnite,Cointelegraph,https://cointelegraph.com/news/nike-teases-upcoming-airphoria-nft-sneaker-hunt-on-fortnite,crypto
59,2023-06-16 23:31:55,"Wait for a price break next week while the market's overbought, Jim Cramer says",CNBC,https://www.cnbc.com/2023/06/16/cramer-wait-for-a-price-break-next-week-while-the-markets-overbought.html,general
60,2023-06-16 23:27:00,Mutual Funds Weekly: These money and investing tips can get your stock and bond portfolio into shape,MarketWatch,https://www.marketwatch.com/story/these-money-and-investing-tips-can-get-your-stock-and-bond-portfolio-into-shape-9a8bff3d,general
61,2023-06-16 22:57:25,CFTC to Review Prediction Market Kalshi’s Contracts to Bet on Control of Congress,CoinDesk,https://www.coindesk.com/policy/2023/06/16/cftc-to-review-prediction-market-kalshis-contracts-to-bet-on-control-of-congress/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,crypto
62,2023-06-16 22:48:00,"Economic Report: Bank lending falls for first time in a month, Fed says",MarketWatch,https://www.marketwatch.com/story/bank-lending-falls-for-first-time-in-a-month-fed-says-435477c1,general
63,2023-06-16 22:05:00,"Pennant Acquires Idaho Home Health, Hospice and Home Care Provider",GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689953/0/en/Pennant-Acquires-Idaho-Home-Health-Hospice-and-Home-Care-Provider.html,merger
64,2023-06-16 21:59:13,Crypto Detective ZachXBT Faces Defamation Lawsuit,CoinDesk,https://www.coindesk.com/business/2023/06/16/crypto-detective-zachxbt-faces-defamation-lawsuit/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,crypto
65,2023-06-16 21:58:16,On-chain sleuth ZachXBT sued for libel after claiming plaintiff drained funds from project,Cointelegraph,https://cointelegraph.com/news/zach-xbt-sued-libel-claimed-plaintiff-drained-funds-from-project,crypto
66,2023-06-16 21:50:00,"Beam Global Executes Binding LOI to Acquire Europe Based Amiga, Announces Proposed Public Offering of Common Stock and Announces Q2 Revenue and Unit Guidance",GlobalNewswire,https://www.globenewswire.com/news-release/2023/06/16/2689949/0/en/Beam-Global-Executes-Binding-LOI-to-Acquire-Europe-Based-Amiga-Announces-Proposed-Public-Offering-of-Common-Stock-and-Announces-Q2-Revenue-and-Unit-Guidance.html,merger
67,2023-06-16 21:35:00,": As Beatles ‘go AI,’ musicians weigh impact: ‘Lennon wouldn’t be best pleased’",MarketWatch,https://www.marketwatch.com/story/as-beatles-go-ai-musicians-weigh-impact-lennon-wouldnt-be-best-pleased-cab5e0c6,general
68,2023-06-16 21:06:18,What area is the key barometer for the EURUSD in the new trading week?,Forexlive,https://www.forexlive.com/technical-analysis/what-area-is-the-key-barometer-for-the-eurusd-in-the-new-trading-week-20230616/,forex
69,2023-06-16 20:56:26,Forexlive Americas FX news wrap 16 Jun:BOJ kept policy unchanged sending the JPY lower,Forexlive,https://www.forexlive.com/news/forexlive-americas-fx-news-wrap-16-junboj-kept-policy-unchanged-and-that-weakened-the-jpy-20230616/,forex
70,2023-06-16 20:44:03,"BlackRock’s Spot Bitcoin ETF Not The Same As Grayscale’s Product, Experts Say",CoinDesk,https://www.coindesk.com/business/2023/06/16/blackrocks-spot-bitcoin-etf-not-the-same-as-grayscales-product-experts-say/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,crypto
71,2023-06-16 20:36:00,"The Ratings Game: Nvidia is the only near-term ‘beat and raise’ chip maker when it comes to AI, analyst says",MarketWatch,https://www.marketwatch.com/story/nvidia-is-the-only-near-term-beat-and-raise-chip-maker-when-it-comes-to-ai-analyst-says-213098de,general
72,2023-06-16 20:35:00,Ethereum network upgrade and uptick in Arbitrum active users could trigger an ARB price reversal,Cointelegraph,https://cointelegraph.com/news/ethereum-network-upgrade-and-uptick-in-arbitrum-active-users-could-trigger-an-arb-price-reversal,crypto
73,2023-06-16 20:30:00,"‘We had to change strategies,' says SEC enforcement director on recent actions: Report",Cointelegraph,https://cointelegraph.com/news/we-had-to-change-strategies-says-sec-enforcement-director-on-recent-actions-report,crypto
74,2023-06-16 20:26:00,Market Extra: How U.S. financial markets have performed in the past 15 months as Fed rate hikes fueled wild swings,MarketWatch,https://www.marketwatch.com/story/how-u-s-financial-markets-have-performed-in-the-past-15-months-as-fed-rate-hikes-fueled-wild-swings-523619f0,general
75,2023-06-16 20:25:00,Curve pool imbalance triggers USDT depeg concerns: Finance Redefined,Cointelegraph,https://cointelegraph.com/news/finance-redefined-curve-imbalance-usdt-depeg-concerns,crypto
76,2023-06-16 20:09:00,Personal Finance Daily: The next step in California’s reparations push is ‘the most thrilling’ and Americans could see big changes to their standard deduction,MarketWatch,https://www.marketwatch.com/story/the-next-step-in-californias-reparations-push-is-the-most-thrilling-and-americans-could-see-big-changes-to-their-standard-deduction-cb13e634,general
77,2023-06-16 20:05:52,S&P closes higher for the 5th week in a row.  The NASDAQ index up for the 8th week,Forexlive,https://www.forexlive.com/news/sp-closes-higher-for-the-5th-week-in-a-row-the-nasdaq-index-up-for-the-8th-week-20230616/,forex
78,2023-06-16 20:04:00,"Merck Completes Acquisition of Prometheus Biosciences, Inc.",BusinessWire,http://www.businesswire.com/news/home/20230615914242/en/Merck-Completes-Acquisition-of-Prometheus-Biosciences-Inc./?feedref=JjAwJuNHiystnCoBq_hl-Rc4vIAVcHHkbDcwJimU8QtrtlakeQ9hNboBqTAWIjTge3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_kAy2gZikaX3QWV6xOvgFlA==,merger
79,2023-06-16 20:00:44,Here's our internal debate about what to do with stocks making all-time highs,CNBC,https://www.cnbc.com/2023/06/16/heres-our-internal-debate-about-what-to-do-with-stocks-making-all-time-highs.html,general
80,2023-06-16 19:56:41,Q2 Holdings gain amid report of takeover interest for peer nCino,SeekingAlpha,https://seekingalpha.com/news/3980571-q2-holdings-gain-amid-report-of-takeover-interest-for-peer-ncino?utm_source=feed_news_m_a&utm_medium=referral,merger
81,2023-06-16 19:41:00,"Brett Arends's ROI: For Juneteenth, let’s get these babies into the stock market!",MarketWatch,https://www.marketwatch.com/story/for-juneteenth-lets-get-these-babies-into-the-stock-market-259bd43f,general
82,2023-06-16 19:35:51,Think AI tools aren't harvesting your data? Guess again,Cointelegraph,https://cointelegraph.com/news/artificial-intelligence-tools-harvesting-your-data,crypto
83,2023-06-16 19:30:29,"You can rent the iconic mansion where Walt Disney created 'Bambi' and 'Snow White' for $40,000 a month",CNBC,https://www.cnbc.com/2023/06/16/you-can-rent-walt-disneys-iconic-mansion-for-40000-per-month.html,general
84,2023-06-16 19:30:00,"3 key Ethereum price metrics point to growing resistance at the $1,750 level",Cointelegraph,https://cointelegraph.com/news/3-key-ethereum-price-metrics-point-to-growing-resistance-at-1750,crypto
85,2023-06-16 19:30:00,Meta’s new ‘Voicebox’ AI is a text-to-speech tool that learns like ChatGPT,Cointelegraph,https://cointelegraph.com/news/meta-voicebox-ai-text-to-speech-tool-learns-like-chatgpt,crypto
86,2023-06-16 19:23:45,nCino jumps 30% amid report of takeover interest,SeekingAlpha,https://seekingalpha.com/news/3980568-ncino-jumps-amid-report-of-takeover-interest?utm_source=feed_news_m_a&utm_medium=referral,merger
87,2023-06-16 19:19:44,US stocks move into negative territory. Indices trading at session lows,Forexlive,https://www.forexlive.com/news/us-stocks-move-into-negative-territory-indices-trading-at-session-lows-20230616/,forex
88,2023-06-16 19:16:00,: The next step in California’s reparations push is ‘the most thrilling’: turning proposals into reality,MarketWatch,https://www.marketwatch.com/story/the-next-step-in-californias-reparations-push-is-the-most-thrilling-turning-proposals-into-reality-78f2693b,general
89,2023-06-16 19:03:00,": The consumer-led recession you’re worried about actually ended months ago, the stock market says",MarketWatch,https://www.marketwatch.com/story/the-consumer-led-recession-youre-worried-about-actually-ended-months-ago-the-stock-market-says-e7e03b33,general
90,2023-06-16 18:58:22,WTI Crude Oil futures settles at $71.78,Forexlive,https://www.forexlive.com/technical-analysis/wti-crude-oil-futures-settles-at-7178-20230616/,forex
91,2023-06-16 18:54:00,"In One Chart: Leveraged loan defaults hit  $25 billion, head for third worst year in history, says Goldman",MarketWatch,https://www.marketwatch.com/story/leveraged-loan-defaults-hit-25-billion-head-for-third-worst-year-in-history-goldman-ea9006c8,general
92,2023-06-16 18:39:19,Here are 5 key trends shaping the liquor industry as spirits overtake beer for the first time,CNBC,https://www.cnbc.com/2023/06/16/liquor-industry-trends-as-spirits-take-market-share-from-beer.html,general
93,2023-06-16 18:37:43,Bitcoin Recrosses $26.3K to Hit Highest Level in a Week Amid BlackRock Optimism,CoinDesk,https://www.coindesk.com/markets/2023/06/16/bitcoin-recrosses-263k-to-hit-highest-level-in-a-week-amid-blackrock-optimism/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,crypto
94,2023-06-16 18:35:56,FTC Chair Lina Khan ignored ethics advice in refusal to recuse herself in Meta case - Bloomberg,SeekingAlpha,https://seekingalpha.com/news/3980562-ftc-chair-lina-khan-ignored-ethics-advice-in-refusal-to-recuse-herself-in-meta-case-bloomberg?utm_source=feed_news_m_a&utm_medium=referral,merger
95,2023-06-16 18:32:00,The Ratings Game: Intel’s stock heads for best week in years as analyst says chip maker has ‘material AI opportunity’,MarketWatch,https://www.marketwatch.com/story/intels-stock-heads-for-best-week-years-as-analyst-says-chip-maker-has-material-ai-opportunity-fe42de82,general
96,2023-06-16 18:30:00,"Crypto Biz: Crypto outflows surge, a16z’s UK office, and the silent altcoins ban",Cointelegraph,https://cointelegraph.com/news/crypto-biz-crypto-outflows-surge-a16z-uk-office-silent-altcoins-ban,crypto
97,2023-06-16 18:20:00,"Retirement Weekly: Retirees watching the stock market, a lower COLA in 2024, scammers embrace AI, and more retirement news",MarketWatch,https://www.marketwatch.com/story/retirees-watching-the-stock-market-a-lower-cola-in-2024-scammers-embrace-ai-and-more-retirement-news-ae7f0ea0,general
98,2023-06-16 18:19:35,"Price analysis 6/16: BTC, ETH, BNB, XRP, ADA, DOGE, SOL, MATIC, LTC, DOT",Cointelegraph,https://cointelegraph.com/news/price-analysis-6-16-btc-eth-bnb-xrp-ada-doge-sol-matic-ltc-dot,crypto
99,2023-06-16 18:15:00,Ferraro Foods Expands Footprint with Acquisition of Specialty Italian Distribution and Import Business,BusinessWire,http://www.businesswire.com/news/home/20230616129274/en/Ferraro-Foods-Expands-Footprint-with-Acquisition-of-Specialty-Italian-Distribution-and-Import-Business/?feedref=JjAwJuNHiystnCoBq_hl-Rc4vIAVcHHkbDcwJimU8QtrtlakeQ9hNboBqTAWIjTge3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbXnhKsYk8RmHF_kAy2,merger
100,2023-06-16 18:15:00,Retirement Weekly: A secure retirement is possible even if you haven’t saved enough — yet,MarketWatch,https://www.marketwatch.com/story/a-secure-retirement-is-possible-even-if-you-havent-saved-enough-yet-36b4352d,general
101,2023-06-16 18:10:00,Retirement Weekly: How a poverty mind-set can ruin your retirement,MarketWatch,https://www.marketwatch.com/story/how-a-poverty-mind-set-can-ruin-your-retirement-1829d095,general
102,2023-06-16 18:07:00,": U.S. Treasury finds no currency manipulation by major trading partners, reiterates call for greater Chinese transparency",MarketWatch,https://www.marketwatch.com/story/u-s-treasury-finds-no-currency-manipulation-by-major-trading-partners-reiterates-call-for-greater-chinese-transparency-39650ea2,general
103,2023-06-16 18:05:00,Retirement Weekly: What you should be thinking about 10 years before retirement,MarketWatch,https://www.marketwatch.com/story/what-you-should-be-thinking-about-10-years-before-retirement-22ae34ed,general
104,2023-06-16 18:04:02,Treasury semi-annual currency report says no major US trading partners manipulated FX,Forexlive,https://www.forexlive.com/news/treasury-semi-annual-currency-report-says-no-major-us-trading-partners-manipulated-fx-20230616/,forex
105,2023-06-16 18:00:00,Retirement Weekly: News and analysis for those planning for or living in retirement,MarketWatch,https://www.marketwatch.com/story/news-and-analysis-for-those-planning-for-or-living-in-retirement-c232b01f,general
106,2023-06-16 17:54:00,Crypto: BlackRock’s Larry Fink once said his clients had zero interest in crypto. Here’s how things have changed since 2018.,MarketWatch,https://www.marketwatch.com/story/blackrocks-larry-fink-once-said-his-clients-had-zero-interest-in-crypto-heres-how-things-have-changed-since-2018-8ac13a7a,general
107,2023-06-16 17:52:00,"Navidea Biopharmaceuticals, Inc. Receives $7.5 Million Cash from Cardinal Health in Lieu of Contingent Milestone Payment",BusinessWire,http://www.businesswire.com/news/home/20230616130485/en/Navidea-Biopharmaceuticals-Inc.-Receives-7.5-Million-Cash-from-Cardinal-Health-in-Lieu-of-Contingent-Milestone-Payment/?feedref=JjAwJuNHiystnCoBq_hl-Rc4vIAVcHHkbDcwJimU8QtrtlakeQ9hNboBqTAWIjTge3KWq9s9jif-UkBjBsFRyYAbRTSLTc1mgvhPlnaBA55M-oupQnbX,merger
108,2023-06-16 17:47:00,"Commodities Corner: Talk of an interim U.S.-Iran nuclear deal is just ‘noise’, but has potential to ‘upset the oil applecart’",MarketWatch,https://www.marketwatch.com/story/talk-of-an-interim-u-s-iran-nuclear-deal-is-just-noise-but-has-potential-to-upset-the-oil-applecart-f497feea,general
109,2023-06-16 17:47:00,Banking: Goldman Sachs stock has underperformed peers as CEO David Solomon’s tough year gets tougher,MarketWatch,https://www.marketwatch.com/story/goldman-sachs-stock-has-underperfomed-peers-as-ceo-david-solomons-tough-year-gets-tougher-8420b250,general
110,2023-06-16 17:40:27,The market is overreacting to the departure of Disney's CFO. Here's why,CNBC,https://www.cnbc.com/2023/06/16/the-market-is-overreacting-to-the-departure-of-disneys-cfo.html,general
111,2023-06-16 17:13:42,NexTier Oilfield downgraded at JPM after Patterson-UTI Energy merger,SeekingAlpha,https://seekingalpha.com/news/3980542-nextier-oilfield-downgraded-at-jpm-after-patterson-uti-energy-merger?utm_source=feed_news_m_a&utm_medium=referral,merger
112,2023-06-16 17:04:42,Baker Hughes oil rig down -4  at 552,Forexlive,https://www.forexlive.com/news/baker-hughes-oil-rig-down-4-at-552-20230616/,forex
113,2023-06-16 17:02:23,Abcam jumps after disclosing takeover interest from multiple parties,SeekingAlpha,https://seekingalpha.com/news/3980540-abcam-jumps-after-disclosing-takeover-interest-from-multiple-parties?utm_source=feed_news_m_a&utm_medium=referral,merger
114,2023-06-16 17:00:04,Italy and Mediterranean Awash in Yachts as Wealthy Open Summer...,Bloomberg,https://www.bloomberg.com/news/articles/2023-06-16/italy-and-the-med-are-awash-in-yachts-as-the-wealthy-open-summer,general
115,2023-06-16 17:00:00,Which altcoins will survive the SEC crackdown? Bitcoin OG explains,Cointelegraph,https://cointelegraph.com/news/which-altcoins-will-survive-the-sec-bitcoin-og-explains,crypto
116,2023-06-16 16:59:46,The JPY crosses had a huge week to the upside,Forexlive,https://www.forexlive.com/technical-analysis/the-jpy-crosses-had-a-huge-week-to-the-upside-20230616/,forex
117,2023-06-16 16:58:47,GBTC Discount Narrows After BlackRock’s Filing for Spot Bitcoin ETF,CoinDesk,https://www.coindesk.com/markets/2023/06/16/gbtc-discount-narrows-after-blackrocks-filing-for-spot-bitcoin-etf/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,crypto
