,implied_volatility,open_interest,break_even_price,day_close,day_high,last_updated,day_low,day_open,day_change_percent,day_change,previous_close,day_volume,day_vwap,contract_type,exercise_style,expiration_date,shares_per_contract,strike_price,option_symbol,delta,gamma,theta,vega,ask,ask_size,bid,bid_size,quote_last_updated,midpoint,conditions,exchange,price,sip_timestamp,size,change_to_break_even,underlying_last_updated,underlying_price,underlying_ticker
770,1.6497487897518153,0,24.475,,,1.6795152e+18,,,,,21.4,,,call,american,2023-12-15,100,3.0,,0.9934648447034732,0.0006735311560262383,-0.0018940084689506762,0.0023945061115572858,22.0,117,20.95,78,,21.475,[209],301.0,21.4,1.67949973238e+18,2.0,0.155,,,
186,1.6557680584056336,0,24.5,,,1.6794288e+18,,,,,5.6,,,call,american,2023-07-21,100,13.0,,0.9667699649813425,0.007920726553641132,-0.019310167969978132,0.004088780362709038,11.9,121,11.1,8,,11.5,[232],323.0,5.6,1.679406599758e+18,2.0,0.18,,,
446,0.6686720146153331,0,24.3,,,,,,,,,,,put,american,2023-08-04,100,35.0,,-0.9725228041865961,0.02158058624322793,-0.00306117756011498,0.005775121403270936,11.55,49,9.85,108,,10.7,,,,,,-0.02,,,
554,1.681969141935707,0,24.425,,,1.6873776e+18,,,,,19.6,,,call,american,2023-09-15,100,5.0,,0.9934546733003574,0.0009767148243853226,-0.002921125088277198,0.0023003774916403037,19.9,106,18.95,77,,19.425,[209],303.0,19.6,1.687369598256e+18,1.0,0.105,,,
389,0.6761362917663785,0,25.19,,,,,,,,,,,call,american,2023-08-04,100,21.5,,0.7658974161116103,0.0618545001359443,-0.02500041024576087,0.02354187005715318,5.45,131,1.93,128,,3.69,,,,,,0.87,,,
1058,1.3984520375675074,0,24.75,,,1.6867728e+18,,,,,23.3,,,call,american,2024-07-19,100,3.0,,0.9872510872215278,0.0009384012328167027,-0.0018607498564821203,0.01102219006983941,24.0,108,19.5,137,,21.75,[209],313.0,23.3,1.686759296134e+18,1.0,0.43,,,
418,0.7030662679941488,0,17.85,,,,,,,,,,,put,american,2023-08-04,100,18.0,,-0.06061327952451017,0.02335297428226573,-0.009135712247846647,0.010793517429316129,0.25,74,0.05,153,,0.15,,,,,,-6.47,,,
94,1.2219787393260277,0,24.4,,,,,,,,,,,call,american,2023-07-14,100,16.0,,0.9771294272343408,0.009922537096748264,-0.014146911514487081,0.001840497586809781,8.9,94,7.9,163,,8.4,,,,,,0.08,,,
867,1.2232061511820511,0,24.475,,,1.6777908e+18,,,,,14.0,,,call,american,2024-01-19,100,3.75,,0.994756579497029,0.0006742748900375476,-0.0013117294925091684,0.0030167692192215245,21.3,114,20.15,78,,20.725,[209],303.0,14.0,1.677769566017e+18,1.0,0.155,,,
137,1.2321226998150288,0,15.46,,,,,,,,,,,put,american,2023-07-14,100,15.5,,-0.01783823534300188,0.00786509260765975,-0.009618461507309814,0.0018095896195096908,0.07,696,0.01,43,,0.04,,,,,,-8.86,,,
298,0.6984134794292599,0,24.475,,,,,,,,,,,call,american,2023-07-28,100,18.0,,0.9569144148994888,0.020010759331418625,-0.010242750100068048,0.005568423915349843,7.0,79,5.95,88,,6.475,,,,,,0.155,,,
1000,1.2564832566033157,0,24.525,,,1.6867728e+18,,,,,23.3,,,call,american,2024-04-19,100,3.0,,0.9935707942994421,0.0006594669809754729,-0.001230699519490132,0.003049481586784315,22.2,107,20.85,76,,21.525,[209],313.0,23.3,1.686759687253e+18,1.0,0.205,,,
630,1.3984880114058407,0,24.45,,,,,,,,,,,call,american,2023-10-20,100,5.0,,0.9933780672652391,0.0009816273549017155,-0.002226605743559213,0.0027373244470070795,19.95,109,18.95,78,,19.45,,,,,,0.13,,,
334,1.265663121250532,0,12.93,,,,,,,,,,,put,american,2023-07-28,100,13.0,,-0.020112998620358008,0.005934122680273791,-0.007641898365936931,0.002440090637323823,0.12,317,0.02,202,,0.07,,,,,,-11.4,,,
454,1.329190930514461,0,24.425,,,,,,,,,,,call,american,2023-08-18,100,9.0,,0.9904294554924165,0.0021829082792194712,-0.004339885796771645,0.0025694072838698934,15.9,75,14.95,76,,15.425,,,,,,0.105,,,
381,1.343819457516515,0,25.25,,,,,,,,,,,call,american,2023-08-04,100,17.0,,0.862829700115236,0.022233330052836304,-0.034401535567988334,0.01581274917029402,9.5,80,7.0,88,,8.25,,,,,,0.93,,,
379,1.3451571819107728,0,24.825,,,,,,,,,,,call,american,2023-08-04,100,15.0,,0.9199474138334252,0.015106275935731613,-0.02395838717542931,0.009869103625254162,10.65,80,9.0,78,,9.825,,,,,,0.505,,,
333,1.3577836750121743,0,11.94,,,,,,,,,,,put,american,2023-07-28,100,12.0,,-0.016203684055809128,0.004548849991842751,-0.00674950816298202,0.0022719505102566564,0.11,381,0.01,239,,0.06,,,,,,-12.4,,,
189,1.3760669527101155,0,24.575,,,,,,,,,,,call,american,2023-07-21,100,15.5,,0.944279122827927,0.014580750768655405,-0.0243400423400864,0.00775531742927956,9.4,115,8.75,15,,9.075,,,,,,0.255,,,
93,1.3812398214843304,0,24.425,,,,,,,,,,,call,american,2023-07-14,100,15.5,,0.9713417451017309,0.010472235487134985,-0.018246184348755776,0.0036240572503868952,9.4,114,8.45,113,,8.925,,,,,,0.105,,,
412,1.2808374777301383,0,11.92,,,,,,,,,,,put,american,2023-08-04,100,12.0,,-0.019846701981072305,0.005146930273869539,-0.0067834549714367535,0.0050810777730765375,0.16,22,0.0,0,,0.08,,,,,,-12.4,,,
1088,1.2173778980502687,0,24.75,,,,,,,,,,,call,american,2024-10-18,100,3.0,,0.9882230050079083,0.0009014174893942985,-0.001440521457879714,0.007015931806931831,24.0,108,19.5,137,,21.75,,,,,,0.43,,,
452,1.7040880676171601,0,24.425,,,1.6866864e+18,,,,,19.95,,,call,american,2023-08-18,100,7.0,,0.9907890954028489,0.001645454917147667,-0.004825074551282355,0.0022378918182084442,17.9,75,16.95,75,,17.425,[209],313.0,19.95,1.686685696822e+18,1.0,0.105,,,
133,1.7735960324886364,0,11.97,,,1.6881552e+18,,,,,0.01,,,put,american,2023-07-14,100,12.0,,-0.00964686712824469,0.003206615804838343,-0.008153334261253389,0.0015867198332606969,0.06,55,0.0,0,,0.03,[227],312.0,0.01,1.6881500594435505e+18,12.0,-12.3,,,
5,2.3232843724941468,0,24.475,,,,,,,,,,,call,american,2023-07-07,100,15.5,,0.9565048503350283,0.013152573105365255,-0.05959531799869141,0.0024437888994671207,9.4,85,8.55,19,,8.975,,,,,,0.155,,,
441,0.6326663604256422,0,23.975,,,,,,,,,,,put,american,2023-08-04,100,29.5,,-0.8218111587347385,0.05987515149054526,-0.015894188728915765,0.021061790782169267,7.3,82,3.75,79,,5.525,,,,,,-0.345,,,
182,2.4551184343458012,0,24.475,,,1.6819344e+18,,,,,12.0,,,call,american,2023-07-21,100,9.0,,0.9797576291374706,0.003522991045797939,-0.018472350395641112,0.0033370989246628065,15.85,108,15.1,17,,15.475,[209],325.0,12.0,1.681923061317e+18,1.0,0.155,,,
88,2.502751107915353,0,24.475,,,1.6879824e+18,,,,,13.11,,,call,american,2023-07-14,100,11.0,,0.9742095055468782,0.005273497562938696,-0.028293435950008872,0.003010417714425901,13.9,85,13.05,21,,13.475,[232],304.0,13.11,1.687967611332e+18,2.0,0.155,,,
552,2.5032197660573074,0,24.45,,,,,,,,,,,call,american,2023-09-15,100,3.0,,0.9928248949841372,0.0007182640738336069,-0.0041131377018589575,0.0016517747127259219,21.9,107,21.0,11,,21.45,,,,,,0.13,,,
267,0.6222488850014445,0,23.73,,,,,,,,,,,put,american,2023-07-21,100,26.5,,-0.6962081619783033,0.10197269726246422,-0.029271280568264536,0.020437397905533828,2.97,9,2.57,8,,2.77,,,,,,-0.59,,,
438,0.6365770522909263,0,23.725,,,,,,,,,,,put,american,2023-08-04,100,28.0,,-0.7390597397873131,0.07308316175546362,-0.020927301572076742,0.02529611037027558,4.75,39,3.8,130,,4.275,,,,,,-0.595,,,
45,2.6434735022722435,0,11.97,,,,,,,,,,,put,american,2023-07-07,100,12.0,,-0.009655947652169558,0.003212317075232086,-0.01818946543300876,0.0010708766819590772,0.06,60,0.0,0,,0.03,,,,,,-12.3,,,
181,2.6548522970501334,0,24.45,,,,,,,,,,,call,american,2023-07-21,100,8.0,,0.9840613425661948,0.0026776380051430613,-0.016441793682459908,0.0031275782768247617,16.85,108,16.05,17,,16.45,,,,,,0.13,,,
3,2.75349520609082,0,24.475,,,1.6879824e+18,,,,,10.3,,,call,american,2023-07-07,100,14.0,,0.9630082654085559,0.009679166675606173,-0.06139001127928107,0.002313398061195006,10.9,83,10.05,21,,10.475,[209],304.0,10.3,1.687981905961413e+18,2.0,0.155,,,
449,2.810226926932298,0,24.475,,,,,,,,,,,call,american,2023-08-18,100,4.0,,0.9896526645981016,0.001105130869613773,-0.007712239705276876,0.003149278844197538,20.95,109,20.0,78,,20.475,,,,,,0.155,,,
2,2.8433943758690403,0,24.425,,,1.6866e+18,,,,,10.0,,,call,american,2023-07-07,100,13.0,,0.9750820985961602,0.006757639659863715,-0.04607897957405995,0.002226884986367958,11.9,85,10.95,134,,11.425,[209],300.0,10.0,1.686576603172e+18,1.0,0.105,,,
49,2.934378261626777,0,15.125,,,,,,,,,,,put,american,2023-07-07,100,15.5,,-0.07830274441408745,0.016481013964510564,-0.1149649948208294,0.004200312651603586,0.75,1,0.0,0,,0.375,,,,,,-9.19,,,
448,3.0438826225470743,0,24.425,,,1.6872912e+18,,,,,20.86,,,call,american,2023-08-18,100,3.0,,0.9934614518612835,0.0006807029723729562,-0.005610389503002735,0.0013320420718327378,21.9,110,20.95,79,,21.425,[232],308.0,20.86,1.687274770658e+18,55.0,0.105,,,
1061,0.6188941707619792,0,25.775,,,1.6856496e+18,,,,,11.75,,,call,american,2024-07-19,100,13.0,,0.9177521610074777,0.00988067668455745,-0.004415233935439855,0.040938879018757916,14.5,241,11.05,201,,12.775,[232],312.0,11.75,1.685647451543e+18,2.0,1.455,,,
704,1.7427047703217529,0,24.45,,,1.674162e+18,,,,,16.15,,,call,american,2023-11-17,100,3.0,,0.9941607797953678,0.0006286026804390233,-0.0019601074716076184,0.0022180336771670645,21.95,107,20.95,77,,21.45,[209],313.0,16.15,1.674142722091e+18,1.0,0.13,,,
89,2.251473233168883,0,24.475,,,1.6879824e+18,,,,,12.1,,,call,american,2023-07-14,100,12.0,,0.9715892761555128,0.0063574498318166904,-0.027746918182478316,0.003159010112116255,12.9,89,12.05,23,,12.475,[232],308.0,12.1,1.687967978475e+18,1.0,0.155,,,
451,2.151585538401992,0,24.475,,,,,,,,,,,call,american,2023-08-18,100,6.0,,0.9869819135546594,0.0017784242810328064,-0.007515756383992715,0.004058296862154753,18.95,110,18.0,78,,18.475,,,,,,0.155,,,
92,1.8018930105579203,0,24.55,,,,,,,,,,,call,american,2023-07-14,100,15.0,,0.9486093945304004,0.013065268869952901,-0.03632008854265933,0.006149754446811766,9.9,85,9.2,15,,9.55,,,,,,0.23,,,
378,1.8317354090397686,0,25.225,,,,,,,,,,,call,american,2023-08-04,100,14.0,,0.9001959248437473,0.012999403559581905,-0.03703120858832316,0.014114643183713036,12.45,79,10.0,88,,11.225,,,,,,0.905,,,
1099,0.6540687393848734,0,37.3,,,1.6862544e+18,,,,,3.86,,,call,american,2024-10-18,100,32.0,,0.5334650377929915,0.022284601300199384,-0.008872183481095136,0.10229556763749184,6.65,319,3.95,929,,5.3,[232],312.0,3.86,1.686243824107e+18,3.0,12.98,,,
91,1.954900552884716,0,24.525,,,,,,,,,,,call,american,2023-07-14,100,14.0,,0.9572106814646708,0.010378789454868085,-0.03398807736909555,0.0034312526283665347,10.9,85,10.15,11,,10.525,,,,,,0.205,,,
553,1.969312729140051,0,24.425,,,,,,,,,,,call,american,2023-09-15,100,4.0,,0.9936010855826466,0.0008164597958291465,-0.0031243283331334097,0.0020097031921143997,20.9,106,19.95,77,,20.425,,,,,,0.105,,,
6,1.9884477983491722,0,24.425,,,1.6862544e+18,,,,,5.39,,,call,american,2023-07-07,100,16.0,,0.9656182180131853,0.012585011916684695,-0.0424530020664073,0.002487118159410376,8.9,86,7.95,83,,8.425,[227],312.0,5.39,1.686231116023e+18,1.0,0.105,,,
450,2.21866129742825,0,24.425,,,,,,,,,,,call,american,2023-08-18,100,5.0,,0.9917823108253762,0.0011432598664570114,-0.005267899509767981,0.0018382729335704665,19.9,75,18.95,75,,19.425,,,,,,0.105,,,
377,2.00820668711275,0,25.2,,,,,,,,,,,call,american,2023-08-04,100,13.0,,0.9108286470098093,0.010936316353097414,-0.03737386906735443,0.013503001064956515,13.4,79,11.0,88,,12.2,,,,,,0.88,,,
421,0.6425638271093932,0,19.245,,,1.6881552e+18,,,,,0.21,,,put,american,2023-08-04,100,19.5,,-0.10322328142956404,0.03854244179450495,-0.01251954563320244,0.011320875712372216,0.34,155,0.17,67,,0.255,[209],313.0,0.21,1.688141961340819e+18,1.0,-5.07,,,
376,2.036098286655331,0,25.0,,,,,,,,,,,call,american,2023-08-04,100,12.0,,0.9290849592142649,0.009116488399844708,-0.03218048090511105,0.00863314793199227,14.2,79,11.8,146,,13.0,,,,,,0.68,,,
184,2.050282029401945,0,24.5,,,1.683576e+18,,,,,9.4,,,call,american,2023-07-21,100,11.0,,0.9724197322477732,0.005468220484956144,-0.020113602347440553,0.0037305531655171874,13.9,116,13.1,8,,13.5,[232],308.0,9.4,1.683554625133e+18,8.0,0.18,,,
628,2.1059315224443402,0,24.475,,,1.6795152e+18,,,,,21.5,,,call,american,2023-10-20,100,3.0,,0.9923694419254347,0.0007421629932285297,-0.003105878365687562,0.003932151714042722,21.95,110,21.0,14,,21.475,[209],313.0,21.5,1.67949480835e+18,2.0,0.155,,,
8,2.1144859705954038,0,24.55,,,,,,,,,,,call,american,2023-07-07,100,17.0,,0.9326098747709612,0.020349349915930598,-0.07591445169634645,0.004429478415256665,7.9,85,7.2,18,,7.55,,,,,,0.23,,,
7,2.143903456107456,0,24.5,,,,,,,,,,,call,american,2023-07-07,100,16.5,,0.9460129612463061,0.017072997952132317,-0.06575001911981873,0.004362699571231385,8.4,84,7.6,21,,8.0,,,,,,0.18,,,
90,2.021397206797462,0,24.475,,,1.6866e+18,,,,,10.45,,,call,american,2023-07-14,100,13.0,,0.9686883312994584,0.007681397996756243,-0.027175726595672925,0.003300163983065545,11.9,85,11.05,21,,11.475,[209],308.0,10.45,1.68657748105e+18,2.0,0.155,,,
180,3.055057863382583,0,24.475,,,1.68012e+18,,,,,16.5,,,call,american,2023-07-21,100,7.0,,0.9834731215151474,0.0023794752420996986,-0.019063940618314474,0.002881700234873241,17.85,108,17.1,17,,17.475,[209],303.0,16.5,1.680097548728e+18,1.0,0.155,,,
382,1.2122235538258987,0,25.275,,,,,,,,,,,call,american,2023-08-04,100,18.0,,0.8453095190992286,0.02686205252030196,-0.03390823376248301,0.01633309869581104,8.5,111,6.05,88,,7.275,,,,,,0.955,,,
291,1.196927753129092,0,24.475,,,,,,,,,,,call,american,2023-07-28,100,14.0,,0.9706107489637545,0.008493315440816399,-0.011699189060679197,0.004925356811566034,10.95,78,10.0,78,,10.475,,,,,,0.155,,,
439,0.8216578383261833,0,23.35,,,,,,,,,,,put,american,2023-08-04,100,28.5,,-0.6937155839336366,0.05957225695921048,-0.029571815638000425,0.02755258272399971,6.45,55,3.85,108,,5.15,,,,,,-0.97,,,
1028,0.8208075310304315,0,21.35,,,,,,,,,,,put,american,2024-04-19,100,37.0,,-0.5833109810416283,0.024381281124356703,-0.009305982829309686,0.08565539621604308,16.2,89,15.1,87,,15.65,,,,,,-2.97,,,
340,0.8161835815651978,0,16.905,,,,,,,,,,,put,american,2023-07-28,100,17.0,,-0.03956443364176977,0.015954727776480136,-0.008472818910714433,0.0054251404258091615,0.16,670,0.03,742,,0.095,,,,,,-7.41,,,
1113,0.8148999368313806,0,18.225,,,,,,,,,,,put,american,2024-10-18,100,30.0,,-0.3989125551944204,0.018573120035647653,-0.007176042590832719,0.10706413673583985,14.0,119,9.55,466,,11.775,,,,,,-6.09,,,
296,0.8112695530840839,0,24.475,,,,,,,,,,,call,american,2023-07-28,100,17.0,,0.9612788079049625,0.015753057998347544,-0.010613129913607997,0.005422990359014509,8.0,80,6.95,88,,7.475,,,,,,0.155,,,
765,0.8107580389426463,0,22.925,,,,,,,,,,,put,american,2023-11-17,100,36.0,,-0.7100484863675508,0.031211782439410193,-0.012493683979200972,0.046591657603043346,13.5,22,12.65,106,,13.075,,,,,,-1.39,,,
294,0.8246904821621539,0,24.425,,,,,,,,,,,call,american,2023-07-28,100,16.0,,0.9791188069666849,0.009346962402640465,-0.00728891474722195,0.0026207554360912575,8.95,76,7.9,148,,8.425,,,,,,0.105,,,
1053,0.8103487318665997,0,18.275,,,,,,,,,,,put,american,2024-06-21,100,27.0,,-0.38333933527917996,0.020733822816137438,-0.008661524697786152,0.09092249638409605,9.2,314,8.25,336,,8.725,,,,,,-6.05,,,
763,0.8068622666952988,0,22.6,,,,,,,,,,,put,american,2023-11-17,100,34.0,,-0.6677504408804508,0.032592456592139225,-0.013439573650780962,0.058383870580266235,11.85,25,10.95,189,,11.4,,,,,,-1.72,,,
77,0.9151820628456823,0,24.275,,,,,,,,,,,put,american,2023-07-07,100,29.5,,-0.9516428418066288,0.038579655624662104,-0.02225421765440951,0.0033012697228274965,5.7,61,4.75,78,,5.225,,,,,,-0.045,,,
295,0.9170603853238838,0,24.5,,,,,,,,,,,call,american,2023-07-28,100,16.5,,0.9567829186808204,0.015314140024862422,-0.012564421568078235,0.00535623472625304,8.5,80,7.5,88,,8.0,,,,,,0.18,,,
1114,0.8026506587769336,0,18.95,,,,,,,,,,,put,american,2024-10-18,100,32.0,,-0.4351333711430607,0.019622334257975986,-0.0071249600056913585,0.11036749448238116,15.5,25,10.6,116,,13.05,,,,,,-5.37,,,
1086,0.8017609773611447,0,20.75,,,,,,,,,,,put,american,2024-07-19,100,37.0,,-0.5427647653650413,0.022514979231196143,-0.007789459710519368,0.0964876351114802,18.5,94,14.0,521,,16.25,,,,,,-3.57,,,
444,0.9247623187359002,0,23.725,,,,,,,,,,,put,american,2023-08-04,100,32.0,,-0.8002055765645336,0.04280668619868465,-0.025859995386256936,0.02208735818400387,9.55,55,7.0,109,,8.275,,,,,,-0.595,,,
1078,0.911797547819827,0,13.625,,,,,,,,,,,put,american,2024-07-19,100,18.0,,-0.2036583346832387,0.012822128558372564,-0.007488000230968785,0.07314291947904251,5.6,653,3.15,183,,4.375,,,,,,-10.7,,,
1083,0.7980726771172376,0,19.1,,,,,,,,,,,put,american,2024-07-19,100,30.0,,-0.43275886655440277,0.021346393949361782,-0.008182682589891924,0.09894221297149876,12.95,430,8.85,476,,10.9,,,,,,-5.22,,,
767,0.8301283233241816,0,23.1,,,,,,,,,,,put,american,2023-11-17,100,38.0,,-0.7376783425941174,0.029263852869027572,-0.01186601058077559,0.04729983145813341,15.4,11,14.4,109,,14.9,,,,,,-1.22,,,
197,0.8312240396244001,0,24.625,,,,,,,,,,,call,american,2023-07-21,100,19.5,,0.8971127998105735,0.03873876556717199,-0.02401626637789976,0.008733964635531602,5.45,124,4.8,21,,5.125,,,,,,0.305,,,
339,0.8625236688337001,0,16.41,,,,,,,,,,,put,american,2023-07-28,100,16.5,,-0.03577515156478627,0.013878912949353958,-0.008241370315133537,0.005345245417532371,0.15,126,0.03,139,,0.09,,,,,,-7.91,,,
369,0.8699649910956051,0,24.0,,,,,,,,,,,put,american,2023-07-28,100,32.0,,-0.8577396019424958,0.04204094288586601,-0.02180601284494181,0.013142646460243856,8.5,78,7.5,75,,8.0,,,,,,-0.32,,,
370,0.8754313002861474,0,24.075,,,,,,,,,,,put,american,2023-07-28,100,33.0,,-0.8834968287785654,0.03670227420299337,-0.018598031344697008,0.013192714553630715,9.45,80,8.4,117,,8.925,,,,,,-0.245,,,
443,0.856542167244198,0,23.725,,,,,,,,,,,put,american,2023-08-04,100,31.0,,-0.7894875572431876,0.04759040732389744,-0.024655366313246475,0.02182801163264628,8.65,62,5.9,125,,7.275,,,,,,-0.595,,,
701,0.8526392739719911,0,23.35,,,,,,,,,,,put,american,2023-10-20,100,38.0,,-0.7697913131292984,0.029602747623495584,-0.012882391428293538,0.04187406090802183,15.15,11,14.15,100,,14.65,,,,,,-0.97,,,
416,0.8457655449789098,0,15.895,,,,,,,,,,,put,american,2023-08-04,100,16.0,,-0.037357652881027284,0.013073156214346725,-0.007445905133746066,0.0058829742123656,0.21,39,0.0,0,,0.105,,,,,,-8.43,,,
768,0.8310872772765918,0,23.225,,,,,,,,,,,put,american,2023-11-17,100,39.0,,-0.7552962053991866,0.02848880688802403,-0.011287419601635993,0.04741771526864944,16.3,11,15.25,112,,15.775,,,,,,-1.09,,,
560,0.8451262837553177,0,24.475,,,1.6866864e+18,,,,,16.0,,,call,american,2023-09-15,100,11.0,,0.9892744877864312,0.0030132762208531514,-0.003216539117459191,0.0035097869170960983,13.95,108,13.0,79,,13.475,[232],308.0,16.0,1.686685898348e+18,1.0,0.155,,,
445,0.8408925925926025,0,24.0,,,,,,,,,,,put,american,2023-08-04,100,33.0,,-0.8623096265556275,0.038388237192444975,-0.017865061402576876,0.014832453859072517,10.5,60,7.5,110,,9.0,,,,,,-0.32,,,
440,0.8404691162146163,0,23.425,,,,,,,,,,,put,american,2023-08-04,100,29.0,,-0.7137512422271841,0.05694951185306143,-0.029455250515136106,0.02758410526136837,6.85,58,4.3,128,,5.575,,,,,,-0.895,,,
1029,0.8398601919353431,0,21.775,,,,,,,,,,,put,american,2024-04-19,100,40.0,,-0.6225441183035725,0.023847477871393786,-0.009146192088160504,0.08659260394362686,18.85,256,17.6,168,,18.225,,,,,,-2.55,,,
368,0.8368911404567201,0,23.95,,,,,,,,,,,put,american,2023-07-28,100,31.0,,-0.8371683031937165,0.04761512733810231,-0.023246498171596484,0.018842232269348655,7.55,119,6.55,185,,7.05,,,,,,-0.37,,,
699,0.8367348780478734,0,23.15,,,,,,,,,,,put,american,2023-10-20,100,36.0,,-0.7369917786799928,0.031875477150955095,-0.013887328485916922,0.04172110538976848,13.3,11,12.4,112,,12.85,,,,,,-1.17,,,
1055,0.833719240853095,0,19.6,,,,,,,,,,,put,american,2024-06-21,100,32.0,,-0.46760797113365127,0.021747057751966,-0.009106820974890425,0.09694282893388212,12.95,100,11.85,97,,12.4,,,,,,-4.72,,,
1057,0.8441937843322747,0,20.575,,,,,,,,,,,put,american,2024-06-21,100,37.0,,-0.5366830617159486,0.021919167385539468,-0.0087333412431339,0.09276705444445843,17.05,78,15.8,352,,16.425,,,,,,-3.75,,,
343,0.7085422948014547,0,18.37,,,,,,,,,,,put,american,2023-07-28,100,18.5,,-0.05946848146242554,0.025717248537775475,-0.010249488733514616,0.009788002366655833,0.21,690,0.05,767,,0.13,,,,,,-5.95,,,
1084,0.796253079472789,0,19.725,,,,,,,,,,,put,american,2024-07-19,100,32.0,,-0.47024338206333693,0.022133880198553772,-0.008223371737359151,0.10093495834294006,14.5,108,10.05,492,,12.275,,,,,,-4.59,,,
415,0.9362423991674954,0,14.905,,,,,,,,,,,put,american,2023-08-04,100,15.0,,-0.031011733320789357,0.01011356362741926,-0.007076159936808482,0.005694748896562366,0.19,140,0.0,0,,0.095,,,,,,-9.42,,,
374,1.0576029658930586,0,24.175,,,,,,,,,,,put,american,2023-07-28,100,38.0,,-0.9296949780963107,0.022092137055177586,-0.015001203285633993,0.007942151127079413,14.4,78,13.25,80,,13.825,,,,,,-0.145,,,
385,1.0604703705959346,0,25.4,,,,,,,,,,,call,american,2023-08-04,100,19.5,,0.8068707911424686,0.035502533724970024,-0.0343168627793615,0.022333338613331987,7.1,115,4.7,27,,5.9,,,,,,1.08,,,
375,1.070874699697047,0,24.2,,,,,,,,,,,put,american,2023-07-28,100,39.0,,-0.9390591593863803,0.019989267404404966,-0.013384673517707169,0.007780273514414844,15.35,79,14.25,77,,14.8,,,,,,-0.12,,,
171,1.0757392280778888,0,24.275,,,,,,,,,,,put,american,2023-07-14,100,35.0,,-0.9648200881325095,0.0188681037689126,-0.012964621188722525,0.004694429531954148,11.2,53,10.25,75,,10.725,,,,,,-0.045,,,
