,implied_volatility,open_interest,break_even_price,day_close,day_high,last_updated,day_low,day_open,day_change_percent,day_change,previous_close,day_volume,day_vwap,contract_type,exercise_style,expiration_date,shares_per_contract,strike_price,option_symbol,delta,gamma,theta,vega,ask,ask_size,bid,bid_size,quote_last_updated,midpoint,conditions,exchange,price,sip_timestamp,size,change_to_break_even,underlying_last_updated,underlying_price,underlying_ticker
149,0.15752503458230022,411,202.74,,,1.6881552e+18,,,,,0.25,,,call,american,2023-07-14,100,202.5,,0.08966755780882589,0.02837849275951577,-0.03856825084367781,0.07077082955991665,0.25,190,0.23,62,,0.24,[209],325.0,0.25,1.68815519959658e+18,2.0,8.44,,,
250,0.15825749722237484,13458,195.325,,,1.6881552e+18,,,,,7.95,,,call,american,2023-07-21,100,187.5,,0.8529510606497193,0.032243201569660374,-0.061476250848371286,0.1100289097628208,7.9,1,7.75,5,,7.825,[232],304.0,7.95,1.6881551073082056e+18,2.0,1.025,,,
144,0.1585184121332881,6159,195.275,,,1.6881552e+18,,,,,5.28,,,call,american,2023-07-14,100,190.0,,0.7963178678797783,0.049956240109874595,-0.08360410865799567,0.09146209172933746,5.35,6,5.2,2,,5.275,[227],302.0,5.28,1.688155193867902e+18,1.0,0.975,,,
251,0.16033405649651855,43312,195.875,,,1.6881552e+18,,,,,5.95,,,call,american,2023-07-21,100,190.0,,0.7521917788384642,0.043853134147769514,-0.07582533366557545,0.14855535281503937,5.95,2,5.8,60,,5.875,[227],312.0,5.95,1.6881551841991393e+18,9.0,1.575,,,
357,0.16059399336524727,5311,201.48,,,1.6881552e+18,,,,,1.51,,,call,american,2023-07-28,100,200.0,,0.2842806961719208,0.04056660083339938,-0.06082642479716064,0.1939058098986247,1.55,29,1.41,60,,1.48,[209],302.0,1.51,1.6881551958535613e+18,10.0,7.18,,,
358,0.16163495983963191,8010,205.55,,,1.6881552e+18,,,,,0.56,,,call,american,2023-07-28,100,205.0,,0.12933692617020545,0.024898158169612775,-0.036713370600581885,0.10444870337297109,0.57,36,0.53,30,,0.55,[209],307.0,0.56,1.6881551885850698e+18,5.0,11.25,,,
40,0.16416244410067277,10309,200.165,,,1.6881552e+18,,,,,0.16,,,call,american,2023-07-07,100,200.0,,0.08762119087136397,0.039598821933004305,-0.05730125269309873,0.04629551124190682,0.17,75,0.16,97,,0.165,[209],315.0,0.16,1.6881551994394307e+18,1.0,5.865,,,
359,0.1668719370282569,1317,210.19,,,1.6881552e+18,,,,,0.21,,,call,american,2023-07-28,100,210.0,,0.05107163709759266,0.01191344594690717,-0.01837327491225718,0.06331971553019722,0.21,23,0.17,2,,0.19,[219],315.0,0.21,1.6881551765301906e+18,4.0,15.89,,,
356,0.16820677730903788,6587,198.525,,,1.6881552e+18,,,,,3.65,,,call,american,2023-07-28,100,195.0,,0.5066551038902188,0.04560874627052351,-0.07859524938496265,0.20912804301088908,3.8,35,3.25,1,,3.525,[219],312.0,3.65,1.688155193254114e+18,1.0,4.225,,,
699,0.16899528666132396,6819,221.11,,,1.6881552e+18,,,,,1.14,,,call,american,2023-10-20,100,220.0,,0.12556740660664853,0.011436496343149373,-0.019791585409821677,0.24051330106148391,1.17,9,1.05,10,,1.11,[227],323.0,1.14,1.688155123471373e+18,1.0,26.81,,,
259,0.16947065442092454,7276,210.085,,,1.6881552e+18,,,,,0.09,,,call,american,2023-07-21,100,210.0,,0.028449640920173824,0.008466259033728158,-0.013255684655889206,0.027156840152700493,0.09,142,0.08,18,,0.085,[209],319.0,0.09,1.6881551664832172e+18,1.0,15.785,,,
700,0.1707671418963883,3967,225.685,,,1.6881552e+18,,,,,0.67,,,call,american,2023-10-20,100,225.0,,0.08351568776820203,0.008446139647660505,-0.014673373923230456,0.1453045564923744,0.7,2,0.67,43,,0.685,[232],312.0,0.67,1.6881540245700334e+18,1.0,31.385,,,
150,0.17164602000677734,2223,205.145,,,1.6881552e+18,,,,,0.14,,,call,american,2023-07-14,100,205.0,,0.0540465774370608,0.017507511717546137,-0.02797199029584816,0.04152523655408208,0.15,295,0.14,33,,0.145,[219],313.0,0.14,1.6881551885106173e+18,2.0,10.845,,,
199,0.17231015642905445,366,192.25,,,1.6881552e+18,,,,,2.81,,,put,american,2023-07-14,100,195.0,,-0.5248270022819066,0.06546447709375738,-0.0873317251417952,0.14486604977420853,3.0,5,2.5,33,,2.75,[209],315.0,2.81,1.6881551994021878e+18,1.0,-2.05,,,
309,0.17329839060624666,2609,191.7,,,1.6881552e+18,,,,,3.27,,,put,american,2023-07-21,100,195.0,,-0.5116263893176763,0.052883050132210487,-0.06919104501300394,0.1796871223674498,3.35,1,3.25,17,,3.3,[227],302.0,3.27,1.6881551765090604e+18,10.0,-2.6,,,
701,0.1736171060228467,4440,230.43,,,1.6881552e+18,,,,,0.42,,,call,american,2023-10-20,100,230.0,,0.05512759875801037,0.006006095304509207,-0.010643234150248525,0.15080141129699545,0.46,183,0.4,47,,0.43,[227],323.0,0.42,1.6881548524463757e+18,15.0,36.13,,,
310,0.17434421445860668,208,192.725,,,1.6881552e+18,,,,,4.8,,,put,american,2023-07-21,100,197.5,,-0.6397531057976286,0.050706867967381226,-0.06343538984545231,0.16019396267170108,4.85,36,4.7,20,,4.775,[219],312.0,4.8,1.6881551954793705e+18,1.0,-1.58,,,
617,0.17525678505381867,16665,211.77,,,1.6881552e+18,,,,,1.78,,,call,american,2023-09-15,100,210.0,,0.2064743627189369,0.018482522515761327,-0.03414000798653852,0.2701010898593459,1.82,17,1.72,63,,1.77,[209],313.0,1.78,1.6881551997557596e+18,1.0,17.47,,,
398,0.175699558160146,56,193.075,,,1.6881552e+18,,,,,7.03,,,put,american,2023-07-28,100,200.0,,-0.7156235935582457,0.04048412321619361,-0.04620940399782699,0.18407329229585,7.4,6,6.45,36,,6.925,[232],308.0,7.03,1.6881550965141542e+18,1.0,-1.23,,,
702,0.17654343087341445,1189,235.275,,,1.6881552e+18,,,,,0.27,,,call,american,2023-10-20,100,235.0,,0.03679999047994684,0.0042543686066474065,-0.007713800855102764,0.0780357326972278,0.3,152,0.25,151,,0.275,[209],313.0,0.27,1.6881546333426278e+18,2.0,40.975,,,
698,0.1766387716366951,4064,216.975,,,1.6881552e+18,,,,,1.9,,,call,american,2023-10-20,100,215.0,,0.194543459958302,0.014718290111251277,-0.028210573852539264,0.3392702208259568,2.11,273,1.84,1,,1.975,[209],313.0,1.9,1.6881550329476058e+18,500.0,22.675,,,
618,0.17694960165071522,12202,220.565,,,1.6881552e+18,,,,,0.56,,,call,american,2023-09-15,100,220.0,,0.08065639424906422,0.009619697499725672,-0.01746109388874965,0.11397637167293623,0.58,8,0.55,25,,0.565,[227],312.0,0.56,1.6881551950231365e+18,1.0,26.265,,,
898,0.1771810198777482,9026,235.89,,,1.6881552e+18,,,,,0.9,,,call,american,2023-12-15,100,235.0,,0.08546276374715218,0.006729987852162327,-0.012880558231560361,0.1892556066041671,0.92,4,0.86,1,,0.89,[209],302.0,0.9,1.6881551534725553e+18,50.0,41.59,,,
696,0.17761853255311005,24522,209.475,,,1.6881552e+18,,,,,4.65,,,call,american,2023-10-20,100,205.0,,0.3593905749983862,0.019789660470382796,-0.040420584985282934,0.4036993791754883,4.75,24,4.2,96,,4.475,[209],315.0,4.65,1.6881551909759647e+18,3.0,15.175,,,
996,0.17775056306707931,12454,241.005,,,1.6881552e+18,,,,,1.02,,,call,american,2024-01-19,100,240.0,,0.08741721883466512,0.00619704151721281,-0.012111287626526492,0.215197671077815,1.05,1,0.96,53,,1.005,[209],323.0,1.02,1.6881550783329797e+18,5.0,46.705,,,
1676,0.17790517960085667,150,202.6,,,1.6881552e+18,,,,,111.6,,,call,american,2025-12-19,100,90.0,,0.9882068307036665,2.8152910464822076e-05,-0.008571897916097533,0.004627946080425826,114.5,67,110.7,33,,112.6,[227],312.0,111.6,1.688144921980227e+18,1.0,8.3,,,
308,0.17792067986962215,511,190.265,,,1.6881552e+18,,,,,2.22,,,put,american,2023-07-21,100,192.5,,-0.38589427171527524,0.04862427822901305,-0.06987408865207097,0.17566872477545417,2.26,14,2.21,5,,2.235,[209],307.0,2.22,1.688155189214268e+18,3.0,-4.04,,,
896,0.17798621885002186,9578,226.9,,,1.6881552e+18,,,,,1.94,,,call,american,2023-12-15,100,225.0,,0.159963177323946,0.010464619141864626,-0.020772352330002467,0.29964349258490486,1.95,1,1.85,442,,1.9,[227],323.0,1.94,1.688155106498356e+18,3.0,32.6,,,
697,0.1780797065291644,9309,213.04,,,1.6881552e+18,,,,,3.0,,,call,american,2023-10-20,100,210.0,,0.27108879270900776,0.017625616667169955,-0.035085588130185336,0.3233679356212507,3.1,527,2.98,34,,3.04,[209],312.0,3.0,1.6881551496472668e+18,2.0,18.74,,,
311,0.17826596388060445,111,193.4,,,1.6881552e+18,,,,,6.52,,,put,american,2023-07-21,100,200.0,,-0.7507182123149033,0.04374945727380313,-0.05266920333692967,0.1547983892266177,6.65,1,6.55,1,,6.6,[233],302.0,6.52,1.6881551032593155e+18,2.0,-0.9,,,
897,0.17863518246184412,3854,231.325,,,1.6881552e+18,,,,,1.31,,,call,american,2023-12-15,100,230.0,,0.11866783019826481,0.008509117911053273,-0.016744764987600302,0.31217340402776117,1.39,409,1.26,83,,1.325,[233],302.0,1.31,1.6881551130531361e+18,1.0,37.025,,,
799,0.1787753563115224,4441,226.36,,,1.6881552e+18,,,,,1.3,,,call,american,2023-11-17,100,225.0,,0.12988714234849774,0.00988584037753405,-0.01931128316987124,0.2742118733532555,1.42,672,1.3,104,,1.36,[232],301.0,1.3,1.6881548345146143e+18,10.0,32.06,,,
899,0.178922424871931,1417,240.62,,,1.6881552e+18,,,,,0.62,,,call,american,2023-12-15,100,240.0,,0.06211630830991806,0.005206726830799225,-0.010044069556878686,0.19608192122742124,0.66,131,0.58,193,,0.62,[209],313.0,0.62,1.688154673222196e+18,8.0,46.32,,,
997,0.17905641095603222,3973,245.725,,,1.6881552e+18,,,,,0.71,,,call,american,2024-01-19,100,245.0,,0.06564690555984772,0.0049358942233980055,-0.009678875068357372,0.22295884141124925,0.78,424,0.67,403,,0.725,[209],307.0,0.71,1.688154365672335e+18,2.0,51.425,,,
994,0.17954703837343827,13630,232.02,,,1.6881552e+18,,,,,2.05,,,call,american,2024-01-19,100,230.0,,0.1548339633154755,0.009203496537195158,-0.018829969432692228,0.34054340997983906,2.1,2,1.94,2,,2.02,[209],325.0,2.05,1.6881548901786427e+18,2.0,37.72,,,
801,0.1796283349725239,210,235.59,,,1.6881552e+18,,,,,0.55,,,call,american,2023-11-17,100,235.0,,0.06392263562162573,0.00580380831590985,-0.011157098877161677,0.17224875334403236,0.63,20,0.55,103,,0.59,[236],308.0,0.55,1.6881481954946394e+18,5.0,41.29,,,
847,0.17963812289922976,1,193.675,,,1.6881552e+18,,,,,23.25,,,put,american,2023-11-17,100,215.0,,-0.8493730492887809,0.019705987834096342,-0.009181331129985853,0.26253677452088403,22.45,525,20.2,255,,21.325,[209],325.0,23.25,1.6881399422454026e+18,1.0,-0.625,,,
995,0.18001129824563525,4832,236.435,,,1.6881552e+18,,,,,1.46,,,call,american,2024-01-19,100,235.0,,0.11720657786187175,0.007635142055890117,-0.015446116903158537,0.35433336394576637,1.5,2,1.37,74,,1.435,[232],308.0,1.46,1.6881550941965588e+18,1.0,42.135,,,
800,0.18007216952967803,982,230.895,,,1.6881552e+18,,,,,0.87,,,call,american,2023-11-17,100,230.0,,0.09180445998970897,0.0077132615437465624,-0.015043311223903965,0.16507602700001306,0.94,356,0.85,81,,0.895,[227],308.0,0.87,1.6881539940993948e+18,1.0,36.595,,,
198,0.18066790337473082,551,190.78,,,1.6881552e+18,,,,,1.73,,,put,american,2023-07-14,100,192.5,,-0.3710913163363657,0.058671364986427596,-0.08974567083623698,0.14157544492974464,1.75,2,1.69,1,,1.72,[209],313.0,1.73,1.6881551995970568e+18,1.0,-3.52,,,
999,0.18086891455804283,828,255.375,,,1.6881552e+18,,,,,0.37,,,call,american,2024-01-19,100,255.0,,0.036593203254348644,0.0030471321109951633,-0.005992099685956563,0.11955031097669283,0.42,360,0.33,388,,0.375,[227],302.0,0.37,1.6881507233428726e+18,10.0,61.075,,,
998,0.18104438038558454,13848,250.515,,,1.6881552e+18,,,,,0.52,,,call,american,2024-01-19,100,250.0,,0.0487751807139975,0.0038941808499693186,-0.00771469211791396,0.11502561995544087,0.55,2,0.48,10,,0.515,[209],303.0,0.52,1.6881551437799465e+18,1.0,56.215,,,
895,0.18138017846168694,19096,222.79,,,1.6881552e+18,,,,,2.8,,,call,american,2023-12-15,100,220.0,,0.21428594117159525,0.01233424154579456,-0.025813947989370954,0.42753259993084947,2.87,6,2.71,46,,2.79,[227],302.0,2.8,1.68815460628311e+18,2.0,28.49,,,
355,0.18150258473784756,6127,196.75,,,1.6881552e+18,,,,,6.66,,,call,american,2023-07-28,100,190.0,,0.7074266847981389,0.036385720751423704,-0.07830182205598758,0.1741325609807771,6.85,1,6.65,98,,6.75,[232],323.0,6.66,1.6881551994805192e+18,2.0,2.45,,,
616,0.18163718027840367,7802,208.1,,,1.6881552e+18,,,,,3.1,,,call,american,2023-09-15,100,205.0,,0.30962594880070565,0.022151933678713917,-0.044908075412610174,0.334928976986451,3.15,816,3.05,91,,3.1,[209],308.0,3.1,1.6881551766467177e+18,1.0,13.8,,,
703,0.1816786303239893,726,240.185,,,1.6881552e+18,,,,,0.18,,,call,american,2023-10-20,100,240.0,,0.025210092348323592,0.0030089836919972883,-0.005723468832593028,0.07997794319467026,0.21,263,0.16,214,,0.185,[227],312.0,0.18,1.6881538021696637e+18,1.0,45.885,,,
92,0.18197790101146283,2215,191.525,,,1.6881552e+18,,,,,0.96,,,put,american,2023-07-07,100,192.5,,-0.32853740587104513,0.08267333389558298,-0.13343662486937433,0.08396613532408173,0.99,1,0.96,1,,0.975,[209],313.0,0.96,1.688155195887336e+18,40.0,-2.78,,,
1102,0.1820171525324154,1787,251.11,,,1.6881552e+18,,,,,1.11,,,call,american,2024-03-15,100,250.0,,0.08435907475718898,0.005197064105207749,-0.01080090946037896,0.25665615857508706,1.15,80,1.07,150,,1.11,[227],312.0,1.11,1.688154012109825e+18,1.0,56.81,,,
516,0.1820732962750347,19203,195.375,,,1.6881552e+18,,,,,25.79,,,call,american,2023-08-18,100,170.0,,0.9842003133977884,0.0029818499363333502,-0.025600498831265125,0.02772686806759363,25.75,1,25.0,90,,25.375,[227],323.0,25.79,1.688155163984374e+18,2.0,1.075,,,
901,0.18222305046700157,3181,250.305,,,1.6881552e+18,,,,,0.31,,,call,american,2023-12-15,100,250.0,,0.03283239682151883,0.003040888115055242,-0.0059774403419849765,0.10477907955171405,0.32,1,0.29,128,,0.305,[209],313.0,0.31,1.688154090246231e+18,1.0,56.005,,,
523,0.18224602539957022,7201,206.81,,,1.6881552e+18,,,,,1.9,,,call,american,2023-08-18,100,205.0,,0.24395395705178016,0.02476216933171035,-0.04822486519130164,0.2043327952887963,1.91,322,1.71,92,,1.81,[227],323.0,1.9,1.68815519634837e+18,3.0,12.51,,,
360,0.18283537265524627,596,215.09,,,1.6881552e+18,,,,,0.1,,,call,american,2023-07-28,100,215.0,,0.024458431539382146,0.005919704167163293,-0.010816945759705718,0.03239870652789148,0.11,72,0.07,66,,0.09,[209],316.0,0.1,1.6881551617010363e+18,15.0,20.79,,,
200,0.18295961231756644,26,193.075,,,1.6881552e+18,,,,,4.3,,,put,american,2023-07-14,100,197.5,,-0.6694897765369467,0.05713455043320785,-0.08196122716199311,0.12880104893295866,4.8,21,4.05,1,,4.425,[209],303.0,4.3,1.6881551510942067e+18,5.0,-1.23,,,
797,0.18323361639132674,2917,218.075,,,1.6881552e+18,,,,,3.1,,,call,american,2023-11-17,100,215.0,,0.24522762474728574,0.014399199243656268,-0.03054605018845116,0.3742777747199167,3.15,17,3.0,662,,3.075,[209],313.0,3.1,1.6881551950496955e+18,10.0,23.775,,,
900,0.18324894300212347,733,245.45,,,1.6881552e+18,,,,,0.45,,,call,american,2023-12-15,100,245.0,,0.046492207799387744,0.004073110915113428,-0.008141121884003127,0.10050599736691312,0.5,320,0.4,260,,0.45,[227],309.0,0.45,1.6881544022011564e+18,1.0,51.15,,,
307,0.1836850980194616,11850,188.535,,,1.6881552e+18,,,,,1.44,,,put,american,2023-07-21,100,190.0,,-0.27748503172562594,0.040994881521460205,-0.06455544825494583,0.15033850043219854,1.52,36,1.41,39,,1.465,[227],323.0,1.44,1.6881551941853732e+18,1.0,-5.77,,,
524,0.18400153833832378,30131,210.955,,,1.6881552e+18,,,,,0.95,,,call,american,2023-08-18,100,210.0,,0.14595934317850992,0.017893290386918687,-0.03475189314998404,0.14225159587444763,0.98,108,0.93,91,,0.955,[209],302.0,0.95,1.6881551940320778e+18,1.0,16.655,,,
1103,0.18437630154981946,207,255.86,,,1.6881552e+18,,,,,0.86,,,call,american,2024-03-15,100,255.0,,0.06723820952097263,0.004325199590610611,-0.009118827508877738,0.2639351224504704,0.9,37,0.82,12,,0.86,[227],309.0,0.86,1.6881549748897715e+18,2.0,61.56,,,
197,0.1843850063472658,13299,189.025,,,1.6881552e+18,,,,,0.99,,,put,american,2023-07-14,100,190.0,,-0.24040083901548362,0.04706822523579541,-0.07675396731525032,0.1210268778443679,0.99,7,0.96,36,,0.975,[227],301.0,0.99,1.6881551995680822e+18,32.0,-5.28,,,
802,0.1844149037181056,1321,240.405,,,1.6881552e+18,,,,,0.4,,,call,american,2023-11-17,100,240.0,,0.04562790505654033,0.004378574784040785,-0.008754216743748579,0.08834080024749064,0.44,534,0.37,81,,0.405,[209],316.0,0.4,1.6881548709835581e+18,1.0,46.105,,,
993,0.184511894648863,22887,227.855,,,1.6881552e+18,,,,,2.81,,,call,american,2024-01-19,100,225.0,,0.20185843860276972,0.010721357802955293,-0.023393277373968544,0.48450606182116757,2.91,23,2.8,8,,2.855,[232],308.0,2.81,1.6881550941965588e+18,1.0,33.555,,,
93,0.18454848420094475,5198,192.865,,,1.6881552e+18,,,,,2.14,,,put,american,2023-07-07,100,195.0,,-0.5479775537712884,0.08902159090209236,-0.1431335989587329,0.09789453456839346,2.25,1,2.02,113,,2.135,[209],313.0,2.14,1.688155199597858e+18,5.0,-1.44,,,
992,0.1846979963615906,52060,223.9,,,1.6881552e+18,,,,,3.92,,,call,american,2024-01-19,100,220.0,,0.2554803621631176,0.012101607983294686,-0.027028509015352,0.4648385591225023,4.0,583,3.8,502,,3.9,[233],302.0,3.92,1.688155162716294e+18,1.0,29.6,,,
1207,0.18472936120223976,578,266.28,,,1.6881552e+18,,,,,1.3,,,call,american,2024-06-21,100,265.0,,0.08267005566455815,0.0042889276373145845,-0.009400571600908358,0.32699592925673504,1.4,1,1.16,1,,1.28,[209],316.0,1.3,1.6881507021625147e+18,1.0,71.98,,,
803,0.18512466946308392,181,245.28,,,1.6881552e+18,,,,,0.29,,,call,american,2023-11-17,100,245.0,,0.03249623403588424,0.0032553145399966082,-0.006520743122688826,0.09157921375469798,0.31,311,0.25,321,,0.28,[227],302.0,0.29,1.6881537923329075e+18,1.0,50.98,,,
798,0.18526778862632481,2888,222.135,,,1.6881552e+18,,,,,2.03,,,call,american,2023-11-17,100,220.0,,0.18443614666109825,0.01222786139267565,-0.025899068118403465,0.3891955840152322,2.27,479,2.0,93,,2.135,[209],308.0,2.03,1.6881550359411372e+18,2.0,27.835,,,
1100,0.18544549176447886,592,242.05,,,1.6881552e+18,,,,,2.02,,,call,american,2024-03-15,100,240.0,,0.13906259238241683,0.0073343353638927605,-0.016142522743626105,0.40636031887130897,2.16,428,1.94,66,,2.05,[209],325.0,2.02,1.6881546252479908e+18,18.0,47.75,,,
1101,0.18557872932443614,849,246.51,,,1.6881552e+18,,,,,1.44,,,call,american,2024-03-15,100,245.0,,0.1089079816278089,0.006246045238700438,-0.013563509447030208,0.24413867258039518,1.58,257,1.44,70,,1.51,[233],302.0,1.44,1.6881513777381192e+18,1.0,52.21,,,
1105,0.18557938043516176,511,265.5,,,1.6881552e+18,,,,,0.51,,,call,american,2024-03-15,100,265.0,,0.04168127186680825,0.002926474709792893,-0.0061555859300135105,0.14099340945471053,0.56,367,0.44,424,,0.5,[209],313.0,0.51,1.6881548808323625e+18,1.0,71.2,,,
1000,0.18559123331506844,12689,260.295,,,1.6881552e+18,,,,,0.28,,,call,american,2024-01-19,100,260.0,,0.02898214983967598,0.0024511066096347548,-0.005029411700747947,0.12159916547363972,0.31,2,0.28,1,,0.295,[227],300.0,0.28,1.6881550134342438e+18,9.0,65.995,,,
894,0.1857420652375161,15288,219.0,,,1.6881552e+18,,,,,4.05,,,call,american,2023-12-15,100,215.0,,0.279224519091061,0.01394661307915064,-0.031128088245951556,0.40688027876526084,4.1,313,3.9,423,,4.0,[227],302.0,4.05,1.688154882649678e+18,3.0,24.7,,,
151,0.1857833014156735,160,207.585,,,1.6881552e+18,,,,,0.09,,,call,american,2023-07-14,100,207.5,,0.03195335125407876,0.0106565483147466,-0.01978847297896419,0.02097304543743468,0.09,141,0.08,5,,0.085,[209],300.0,0.09,1.6881551960340111e+18,1.0,13.285,,,
397,0.18594637916028192,160,191.0,,,1.6881552e+18,,,,,4.0,,,put,american,2023-07-28,100,195.0,,-0.5013405495086728,0.04257677554367445,-0.06334233300232214,0.20867409174140022,4.2,1,3.8,3,,4.0,[209],313.0,4.0,1.688155199564424e+18,50.0,-3.3,,,
1204,0.18639320547049748,4158,252.54,,,1.6881552e+18,,,,,2.72,,,call,american,2024-06-21,100,250.0,,0.1460655004173971,0.006425892482824951,-0.01474591360981216,0.5043950800205628,2.94,204,2.14,951,,2.54,[209],313.0,2.72,1.6881551476219325e+18,6.0,58.24,,,
354,0.18648285990424696,5930,195.675,,,1.6881552e+18,,,,,10.69,,,call,american,2023-07-28,100,185.0,,0.8553616985577133,0.023263918528379803,-0.06121809078763761,0.12708207951946693,11.4,2,9.95,174,,10.675,[227],302.0,10.69,1.6881551825190561e+18,2.0,1.375,,,
