,implied_volatility,open_interest,break_even_price,day_close,day_high,last_updated,day_low,day_open,day_change_percent,day_change,previous_close,day_volume,day_vwap,contract_type,exercise_style,expiration_date,shares_per_contract,strike_price,option_symbol,delta,gamma,theta,vega,ask,ask_size,bid,bid_size,quote_last_updated,midpoint,conditions,exchange,price,sip_timestamp,size,change_to_break_even,underlying_last_updated,underlying_price,underlying_ticker
107,0.5364409857993332,574,24.645,,,1.6881552e+18,,,,,2.24,,,call,american,2023-07-14,100,22.5,,0.8014684185363992,0.11592001214300791,-0.029437508395610986,0.011435780436167694,2.29,242,2.0,26,,2.145,[232],308.0,2.24,1.688154953368402e+18,1.0,0.325,,,
1489,0.5426568193497615,10565,4.885,,,1.6881552e+18,,,,,0.9,,,call,american,2024-01-19,100,4.0,,0.6735454719357699,0.20917831043140866,-0.0018439776364566238,0.011610472535847209,0.98,668,0.79,417,,0.885,[209],313.0,0.9,1.688155152307014e+18,5.0,0.585,,,
429,0.54353523042199,14,22.33,,,1.687896e+18,,,,,1.7,,,put,american,2023-08-04,100,23.5,,-0.37757577718896657,0.09584494728116925,-0.021518071514141538,0.028472406910437,1.47,16,0.87,246,,1.17,[209],313.0,1.7,1.687895158512e+18,1.0,-1.99,,,
150,0.5445631728782829,231,21.8,,,1.6881552e+18,,,,,0.2,,,put,american,2023-07-14,100,22.0,,-0.14691463937040516,0.09329292508503514,-0.02189680339686526,0.011270936774658798,0.22,32,0.18,173,,0.2,[209],304.0,0.2,1.688155141444234e+18,2.0,-2.52,,,
775,0.5445978712363444,72,24.675,,,1.6868592e+18,,,,,12.61,,,call,american,2023-12-15,100,12.5,,0.9815666442261141,0.00510433293263277,-0.002852419157733292,0.010428861386269988,12.7,246,11.65,12,,12.175,[232],312.0,12.61,1.686856307034e+18,2.0,0.355,,,
68,0.545725008952724,399,23.94,,,1.6881552e+18,,,,,1.03,,,put,american,2023-07-07,100,25.0,,-0.6409237672571867,0.22825582869658892,-0.05277444182877053,0.010838340314100834,1.11,22,1.01,136,,1.06,[209],313.0,1.03,1.6881551854870505e+18,1.0,-0.38,,,
710,0.5461191727587341,0,24.7,,,1.6824528e+18,,,,,6.45,,,call,american,2023-11-17,100,14.0,,0.9693407081598441,0.008471461799629827,-0.0038373104279059425,0.010319197718176852,11.2,158,10.2,11,,10.7,[232],312.0,6.45,1.682437652144e+18,2.0,0.38,,,
153,0.5466298698988152,365,22.895,,,1.6881552e+18,,,,,0.51,,,put,american,2023-07-14,100,23.5,,-0.3435500000898007,0.15084060369323934,-0.035283077103167124,0.017607128599640042,0.7,11,0.51,460,,0.605,[209],308.0,0.51,1.6881540352768056e+18,10.0,-1.43,,,
109,0.5467313977100287,141,24.965,,,1.6881552e+18,,,,,1.54,,,call,american,2023-07-14,100,23.5,,0.6576696257569815,0.15016179032361937,-0.038388785306495046,0.017603792733055266,1.58,75,1.35,11,,1.465,[209],303.0,1.54,1.6881547408461837e+18,1.0,0.645,,,
427,0.5480507256461926,19,21.715,,,1.6880688e+18,,,,,0.8,,,put,american,2023-08-04,100,22.5,,-0.2833254576734386,0.08480636371303957,-0.019584732985085264,0.0242274641251286,1.0,19,0.57,355,,0.785,[209],303.0,0.8,1.6880679597421102e+18,1.0,-2.61,,,
873,0.5480747954659474,164,24.925,,,1.686168e+18,,,,,12.45,,,call,american,2024-01-19,100,13.75,,0.9537981060433759,0.009846589577483376,-0.0040719087590550904,0.021001148534410072,11.7,435,10.65,95,,11.175,[209],315.0,12.45,1.686146303364e+18,7.0,0.605,,,
437,0.5488551824263062,0,23.825,,,,,,,,,,,put,american,2023-08-04,100,27.5,,-0.7453219634208142,0.08405387267815614,-0.0175031117253875,0.02095684135014418,4.3,36,3.05,175,,3.675,,,,,,-0.495,,,
638,0.5497773388312187,12,24.55,,,1.6879824e+18,,,,,11.0,,,call,american,2023-10-20,100,13.0,,0.9889435282345894,0.003934056467502334,-0.002698982248908638,0.004415058216195858,12.05,113,11.05,11,,11.55,[209],313.0,11.0,1.687962106628e+18,1.0,0.23,,,
430,0.5506296563586545,4,22.585,,,1.6878096e+18,,,,,2.11,,,put,american,2023-08-04,100,24.0,,-0.42739670426649407,0.09840752983405347,-0.02254939226628615,0.028874794775036527,1.74,5,1.09,229,,1.415,[232],308.0,2.11,1.687799312934e+18,1.0,-1.73,,,
70,0.5540106448588193,352,24.17,,,1.6881552e+18,,,,,1.81,,,put,american,2023-07-07,100,26.0,,-0.820417841976225,0.15744711095182923,-0.036137686338363686,0.008433517861067722,1.98,60,1.68,520,,1.83,[232],312.0,1.81,1.6881547589043282e+18,5.0,-0.15,,,
431,0.5546689137394077,5,22.82,,,1.6879824e+18,,,,,1.82,,,put,american,2023-08-04,100,24.5,,-0.47619475537513767,0.09972797028635329,-0.023033786227399468,0.029260761308529122,2.02,10,1.34,271,,1.68,[209],313.0,1.82,1.6879790855733924e+18,1.0,-1.5,,,
308,0.5578455343024737,93,25.225,,,1.6881552e+18,,,,,2.22,,,call,american,2023-07-28,100,23.0,,0.681985116976818,0.09933384243406948,-0.027047227084436135,0.021896129274102432,2.4,105,2.05,11,,2.225,[240],302.0,2.22,1.688154903622585e+18,1.0,0.905,,,
639,0.5580182677532568,0,24.6,,,,,,,,,,,call,american,2023-10-20,100,14.0,,0.9787653723924259,0.0068753206520451365,-0.003568976647588941,0.009301856728703439,11.1,126,10.1,95,,10.6,,,,,,0.28,,,
1004,0.5582842926432311,53,25.625,,,1.6880688e+18,,,,,11.0,,,call,american,2024-04-19,100,15.0,,0.9028581010381255,0.014200403719935323,-0.005175868292573518,0.03960173020433806,11.15,239,10.1,114,,10.625,[209],313.0,11.0,1.6880501392471588e+18,5.0,1.305,,,
108,0.5584967856086044,788,24.82,,,1.6881552e+18,,,,,1.94,,,call,american,2023-07-14,100,23.0,,0.7259622671100254,0.13173130332876964,-0.03549378072519756,0.015187967620573464,2.0,330,1.64,11,,1.82,[209],302.0,1.94,1.6881522358384512e+18,1.0,0.5,,,
62,0.5587287851428834,330,21.945,,,1.6881552e+18,,,,,0.05,,,put,american,2023-07-07,100,22.0,,-0.06944993739634704,0.07842874360132052,-0.01959732080656089,0.005080505345429334,0.06,92,0.05,27,,0.055,[219],322.0,0.05,1.6881547165035502e+18,2.0,-2.37,,,
111,0.5587932318537221,183,25.455,,,1.6881552e+18,,,,,0.99,,,call,american,2023-07-14,100,24.5,,0.49976429708306963,0.15879488493963742,-0.041734664925493534,0.018099519386124654,1.06,90,0.85,16,,0.955,[232],300.0,0.99,1.6881545110638198e+18,4.0,1.135,,,
154,0.5603992413427953,306,23.15,,,1.6881552e+18,,,,,0.81,,,put,american,2023-07-14,100,24.0,,-0.424182960791961,0.15535556325342523,-0.03799000923774198,0.01785723491975184,0.94,9,0.76,366,,0.85,[209],316.0,0.81,1.6881548471662241e+18,5.0,-1.17,,,
259,0.5634702752407796,109,21.985,,,1.6881552e+18,,,,,0.48,,,put,american,2023-07-21,100,22.5,,-0.24975135720182226,0.10043686282551934,-0.024931629982349275,0.01858834673342664,0.56,286,0.47,833,,0.515,[209],322.0,0.48,1.6881548669289196e+18,1.0,-2.34,,,
351,0.5636712799397294,68,21.82,,,1.6881552e+18,,,,,0.59,,,put,american,2023-07-28,100,22.5,,-0.272623268302436,0.09048417719361004,-0.02228976572168194,0.021597808337860097,0.79,152,0.57,540,,0.68,[232],312.0,0.59,1.6881480187542922e+18,2.0,-2.5,,,
297,0.5642410225097807,1,24.4,,,1.6879824e+18,,,,,6.75,,,call,american,2023-07-28,100,17.5,,0.9890686739943794,0.0077547391036660905,-0.004379574976530164,0.0026991112609381362,7.5,81,6.3,142,,6.9,[227],308.0,6.75,1.687968365971e+18,1.0,0.08,,,
149,0.5643516272327135,85,21.36,,,1.6881552e+18,,,,,0.13,,,put,american,2023-07-14,100,21.5,,-0.10728231168975241,0.07273998777335265,-0.01839333782378572,0.007414450770830202,0.15,32,0.13,49,,0.14,[209],316.0,0.13,1.6881545755884954e+18,1.0,-2.96,,,
204,0.5660689672750182,3308,25.055,,,1.6881552e+18,,,,,2.2,,,call,american,2023-07-21,100,23.0,,0.6953116332792559,0.1108803550990973,-0.030855953949657147,0.01885503620249008,2.2,559,1.91,11,,2.055,[209],322.0,2.2,1.6881541077271022e+18,1.0,0.735,,,
1125,0.5661680218566318,977,29.25,,,1.6881552e+18,,,,,9.5,,,call,american,2025-01-17,100,20.0,,0.7708079999662274,0.01781099521858611,-0.005988532320629156,0.09447258310000771,9.5,40,9.0,5,,9.25,[209],313.0,9.5,1.6881546206597396e+18,5.0,4.93,,,
426,0.5671165925572129,11,21.325,,,1.6881552e+18,,,,,0.7,,,put,american,2023-08-04,100,22.0,,-0.24529422822782612,0.07574636536135261,-0.018828586395027838,0.023866914514637433,0.83,5,0.52,344,,0.675,[209],315.0,0.7,1.6881543349827817e+18,2.0,-3.0,,,
1035,0.5673552219288118,175,27.025,,,1.6881552e+18,,,,,9.24,,,call,american,2024-06-21,100,18.0,,0.8170309017467638,0.01956100298718787,-0.006637388096398615,0.06366622475513047,9.65,427,8.4,267,,9.025,[232],308.0,9.24,1.6881484441245064e+18,1.0,2.705,,,
309,0.5683656918596357,169,25.475,,,1.6881552e+18,,,,,2.59,,,call,american,2023-07-28,100,23.5,,0.6269086424905229,0.10186054488842149,-0.028512208444769788,0.025383939813187487,2.19,175,1.76,18,,1.975,[209],312.0,2.59,1.6881318171152133e+18,1.0,1.155,,,
465,0.5689074160158948,1468,25.545,,,1.6881552e+18,,,,,3.1,,,call,american,2023-08-18,100,22.5,,0.6971468519173127,0.07131637492648223,-0.020645016575834663,0.028702474899753083,3.25,479,2.84,9,,3.045,[209],322.0,3.1,1.688154844656301e+18,19.0,1.225,,,
433,0.5699817808393303,0,23.18,,,1.6881552e+18,,,,,2.13,,,put,american,2023-08-04,100,25.5,,-0.5680108566189213,0.0956927645930855,-0.02296580955288098,0.029922409936682014,2.72,2,1.92,197,,2.32,[232],308.0,2.13,1.6881531165774019e+18,2.0,-1.14,,,
312,0.5706328310471109,484,26.255,,,1.6881552e+18,,,,,1.29,,,call,american,2023-07-28,100,25.0,,0.46964621414593916,0.10651561658131935,-0.029523750381874683,0.02643493026515713,1.35,21,1.16,6,,1.255,[209],319.0,1.29,1.6881539591558461e+18,1.0,1.935,,,
350,0.5706778279850497,180,21.46,,,1.6881552e+18,,,,,0.55,,,put,american,2023-07-28,100,22.0,,-0.22722899803074506,0.0812745663589972,-0.020614250159671187,0.021281047368628046,0.63,176,0.45,589,,0.54,[209],313.0,0.55,1.6881549835677711e+18,2.0,-2.86,,,
156,0.570761161254825,247,23.59,,,1.6881552e+18,,,,,1.38,,,put,american,2023-07-14,100,25.0,,-0.5768183455217528,0.15310420055352175,-0.038279368656779604,0.01831147700096273,1.55,11,1.27,394,,1.41,[232],312.0,1.38,1.688154428189863e+18,2.0,-0.73,,,
712,0.5714816469375246,0,24.975,,,,,,,,,,,call,american,2023-11-17,100,16.0,,0.9227738558422939,0.017059685674112333,-0.0063927674239748575,0.0195897769693627,9.5,153,8.45,121,,8.975,,,,,,0.655,,,
260,0.5720318352669991,1374,22.315,,,1.6881552e+18,,,,,0.68,,,put,american,2023-07-21,100,23.0,,-0.3071032611087086,0.11056279771631759,-0.028191826338674515,0.018884826947308704,0.72,338,0.65,756,,0.685,[209],313.0,0.68,1.6881549869816438e+18,5.0,-2.0,,,
157,0.5720907394615866,64,23.765,,,1.6881552e+18,,,,,1.53,,,put,american,2023-07-14,100,25.5,,-0.6479616012183664,0.14574638902775283,-0.03623148189743073,0.016231478340251355,1.95,11,1.52,73,,1.735,[233],302.0,1.53,1.688137721992189e+18,1.0,-0.555,,,
356,0.5722597463310285,27,23.145,,,1.6881552e+18,,,,,1.75,,,put,american,2023-07-28,100,25.0,,-0.5333126447797785,0.10731203043807269,-0.026430708965556295,0.026404807460558778,2.0,1,1.71,1,,1.855,[209],325.0,1.75,1.688151989546768e+18,10.0,-1.18,,,
1005,0.5732589281177902,37,26.625,,,1.6873776e+18,,,,,8.85,,,call,american,2024-04-19,100,18.0,,0.8215535239007159,0.021019030786569932,-0.007200388559901256,0.058487346961438084,9.15,170,8.1,182,,8.625,[209],303.0,8.85,1.687355475059e+18,1.0,2.305,,,
206,0.5736677122521757,2477,25.495,,,1.6881552e+18,,,,,1.44,,,call,american,2023-07-21,100,24.0,,0.5736518440572076,0.1219673509598556,-0.034259185202066125,0.022160156658350763,1.57,635,1.42,32,,1.495,[209],315.0,1.44,1.688155189960046e+18,25.0,1.175,,,
432,0.5743550408000508,5,22.965,,,1.6881552e+18,,,,,1.87,,,put,american,2023-08-04,100,25.0,,-0.5206791988090543,0.09559121112109932,-0.023526237563981235,0.0296073153849798,2.33,2,1.74,215,,2.035,[209],315.0,1.87,1.6881445575584276e+18,1.0,-1.36,,,
874,0.5758997777151452,3004,25.175,,,1.687896e+18,,,,,8.95,,,call,american,2024-01-19,100,15.0,,0.9221074951914738,0.01422696974232216,-0.0055360538761835675,0.022389797881744417,10.65,575,9.7,12,,10.175,[227],309.0,8.95,1.6878827423e+18,1.0,0.855,,,
310,0.5759715768244498,260,25.72,,,1.6881552e+18,,,,,1.81,,,call,american,2023-07-28,100,24.0,,0.5737425593549365,0.1045803994126342,-0.0298186706453129,0.025737316058678704,1.92,76,1.52,8,,1.72,[209],322.0,1.81,1.6881528636648463e+18,1.0,1.4,,,
112,0.5759851611922361,1250,25.78,,,1.6881552e+18,,,,,0.83,,,call,american,2023-07-14,100,25.0,,0.4264826535571806,0.1507345996216638,-0.04185590144062544,0.018336787579816407,0.8,52,0.76,11,,0.78,[209],322.0,0.83,1.6881551507419305e+18,3.0,1.46,,,
352,0.5769880303113831,331,22.13,,,1.6881552e+18,,,,,0.9,,,put,american,2023-07-28,100,23.0,,-0.3235771845070232,0.09705180064989856,-0.024978583241515875,0.025044785337575422,0.9,1,0.84,10,,0.87,[209],325.0,0.9,1.6881551970254088e+18,1.0,-2.19,,,
205,0.5777138186235679,78,25.28,,,1.6881552e+18,,,,,1.93,,,call,american,2023-07-21,100,23.5,,0.6341677298115507,0.11600743003818194,-0.033272214270314675,0.02185812716732861,1.91,629,1.65,143,,1.78,[209],307.0,1.93,1.688152549631342e+18,58.0,0.96,,,
1126,0.5777139178840541,370,31.05,,,1.6881552e+18,,,,,8.3,,,call,american,2025-01-17,100,23.0,,0.7069576569086002,0.019827731289893347,-0.006684490875774265,0.10337825411091699,9.0,391,7.1,666,,8.05,[233],302.0,8.3,1.6881335595971725e+18,1.0,6.73,,,
257,0.5778200840352866,32,21.205,,,1.6881552e+18,,,,,0.25,,,put,american,2023-07-21,100,21.5,,-0.15873589168858662,0.07444543984695896,-0.01956923168732047,0.013805518923813966,0.34,206,0.25,806,,0.295,[233],309.0,0.25,1.6881455850646932e+18,1.0,-3.12,,,
208,0.5778207455194315,12329,26.05,,,1.6881552e+18,,,,,1.04,,,call,american,2023-07-21,100,25.0,,0.45361653798073387,0.12188203232895858,-0.034365967871791935,0.022757144529672223,1.1,153,1.0,11,,1.05,[228],309.0,1.04,1.6881551421775613e+18,1.0,1.73,,,
155,0.5781353148532662,113,23.37,,,1.6881552e+18,,,,,1.08,,,put,american,2023-07-14,100,24.5,,-0.500669392726082,0.15434388779968544,-0.039962160916371836,0.01809691390197342,1.24,14,1.02,312,,1.13,[209],313.0,1.08,1.6881545294835328e+18,5.0,-0.95,,,
207,0.5782320490086504,433,25.755,,,1.6881552e+18,,,,,1.27,,,call,american,2023-07-21,100,24.5,,0.5132605126211094,0.12363260441766041,-0.03506003237900844,0.02246018010249795,1.34,427,1.17,16,,1.255,[209],307.0,1.27,1.688154810420595e+18,6.0,1.435,,,
307,0.5793431956408909,20,25.115,,,1.6881552e+18,,,,,2.9,,,call,american,2023-07-28,100,22.5,,0.7245379332197189,0.08823315687513444,-0.02608587279154787,0.021593279208885634,2.87,115,2.36,203,,2.615,[209],322.0,2.9,1.688153611661032e+18,1.0,0.795,,,
203,0.579533631163458,7,24.925,,,1.6879824e+18,,,,,2.1,,,call,american,2023-07-21,100,22.5,,0.7462402905813577,0.09817855550568984,-0.028905497643573252,0.01859250202056063,2.64,365,2.21,6,,2.425,[232],312.0,2.1,1.68797092379e+18,1.0,0.605,,,
424,0.5798126287233352,49,20.565,,,1.687896e+18,,,,,0.6,,,put,american,2023-08-04,100,21.0,,-0.17237544148176007,0.06028541544386181,-0.01578871256693094,0.017727263971616822,0.54,20,0.33,298,,0.435,[209],313.0,0.6,1.68789476976e+18,1.0,-3.75,,,
1091,0.5799334796859901,0,26.0,,,,,,,,,,,call,american,2024-10-18,100,13.0,,0.9157257175110297,0.009639919108900646,-0.003936353642095052,0.04446551856748626,15.0,193,11.0,240,,13.0,,,,,,1.68,,,
