,implied_volatility,open_interest,break_even_price,day_close,day_high,last_updated,day_low,day_open,day_change_percent,day_change,previous_close,day_volume,day_vwap,contract_type,exercise_style,expiration_date,shares_per_contract,strike_price,option_symbol,delta,gamma,theta,vega,ask,ask_size,bid,bid_size,quote_last_updated,midpoint,conditions,exchange,price,sip_timestamp,size,change_to_break_even,underlying_last_updated,underlying_price,underlying_ticker
66,0.45322966658392405,624,23.595,,,1.6881552e+18,,,,,0.38,,,put,american,2023-07-07,100,24.0,,-0.39330413430946093,0.27851832694580925,-0.04497526500774841,0.012067502617796853,0.43,12,0.38,51,,0.405,[209],315.0,0.38,1.6881551699199565e+18,4.0,-0.725,,,
23,0.4601116676375,643,24.995,,,1.6881552e+18,,,,,0.53,,,call,american,2023-07-07,100,24.5,,0.46703201545390916,0.2831054678425028,-0.050068947653282694,0.012252671971017346,0.54,138,0.45,117,,0.495,[209],300.0,0.53,1.6881551991976927e+18,2.0,0.675,,,
64,0.4620262202109461,884,22.875,,,1.6881552e+18,,,,,0.12,,,put,american,2023-07-07,100,23.0,,-0.15991366269807913,0.17195486389724252,-0.029186057581810115,0.007826299155030443,0.14,37,0.11,92,,0.125,[209],303.0,0.12,1.688155191929005e+18,2.0,-1.45,,,
1567,0.46395130765265324,1923,5.39,,,1.6881552e+18,,,,,1.29,,,call,american,2025-06-20,100,4.0,,0.7216058424394253,0.12075139656497197,-0.0009015204055775028,0.020176522960686494,1.55,1,1.23,1,,1.39,[209],315.0,1.29,1.688152619344717e+18,1.0,1.09,,,
1520,0.46753085585247783,624,4.52,,,1.6881552e+18,,,,,1.37,,,call,american,2024-03-15,100,3.0,,0.8853028184573358,0.1153569976399234,-0.0009578133422614968,0.007051278941035371,1.69,32,1.35,290,,1.52,[209],304.0,1.37,1.6881333562191672e+18,3.0,0.22,,,
709,0.49416534343218743,6,24.6,,,1.6866864e+18,,,,,14.12,,,call,american,2023-11-17,100,13.0,,0.9889097987068763,0.003921631128145276,-0.0025043102555836463,0.004807066818839576,12.1,126,11.1,88,,11.6,[232],308.0,14.12,1.686682333607e+18,1.0,0.28,,,
20,0.49591488675859613,300,24.49,,,1.6881552e+18,,,,,1.57,,,call,american,2023-07-07,100,23.0,,0.8241928131921499,0.17031233850281594,-0.036510998392271364,0.007838583851763399,1.57,73,1.41,12,,1.49,[209],307.0,1.57,1.6881551739117624e+18,1.0,0.17,,,
1568,0.5000657562510535,3666,6.11,,,1.6881552e+18,,,,,1.05,,,call,american,2025-06-20,100,5.0,,0.6093197926630862,0.12751412331093956,-0.0010249120647606495,0.023482242925015048,1.16,4,1.06,1,,1.11,[209],313.0,1.05,1.6881542856056333e+18,1.0,1.81,,,
67,0.5036297464364156,313,23.79,,,1.6881552e+18,,,,,0.68,,,put,american,2023-07-07,100,24.5,,-0.5294058373414685,0.2600850166633176,-0.051569926955277665,0.012247151631777371,0.78,127,0.64,343,,0.71,[209],322.0,0.68,1.6881550312046454e+18,6.0,-0.53,,,
1003,0.5043653249798551,73,25.075,,,1.6881552e+18,,,,,13.1,,,call,american,2024-04-19,100,13.0,,0.9564472968515303,0.008460732211694898,-0.0033030701901695676,0.023596718032746794,12.65,239,11.5,210,,12.075,[209],302.0,13.1,1.688134607059599e+18,1.0,0.755,,,
63,0.5053056302548653,607,22.42,,,1.6881552e+18,,,,,0.07,,,put,american,2023-07-07,100,22.5,,-0.10343622767965312,0.11647498693434802,-0.02373797438775518,0.005148705237767281,0.09,156,0.07,26,,0.08,[219],313.0,0.07,1.6881550725776356e+18,1.0,-1.9,,,
442,0.5071575964637114,0,24.225,,,,,,,,,,,put,american,2023-08-04,100,30.0,,-0.9118303813104736,0.05206815309946481,-0.006980097792311782,0.012860065896844401,6.55,34,5.0,127,,5.775,,,,,,-0.095,,,
21,0.5114367508874382,417,24.63,,,1.6881552e+18,,,,,1.14,,,call,american,2023-07-07,100,23.5,,0.7165791788307715,0.21648166661148097,-0.04814136068003869,0.01041130065063048,1.26,409,1.0,19,,1.13,[209],325.0,1.14,1.688154303606332e+18,1.0,0.31,,,
1123,0.5138637386466937,626,26.625,,,1.6881552e+18,,,,,12.05,,,call,american,2025-01-17,100,15.0,,0.8855074817576174,0.012659376747271469,-0.004106134682273317,0.05201279800855557,12.1,263,11.15,6,,11.625,[209],304.0,12.05,1.6881495934007736e+18,1.0,2.305,,,
24,0.5149674534047539,4929,25.365,,,1.6881552e+18,,,,,0.38,,,call,american,2023-07-07,100,25.0,,0.3522210077082151,0.23773528315526732,-0.052221683552948144,0.010866963078495922,0.38,68,0.35,12,,0.365,[209],308.0,0.38,1.6881551927801047e+18,5.0,1.045,,,
202,0.5196297309335369,1768,24.69,,,1.6881552e+18,,,,,2.8,,,call,american,2023-07-21,100,22.0,,0.8191335027311225,0.090326417198988,-0.0221552226138667,0.01397037467703163,2.8,1,2.58,11,,2.69,[227],312.0,2.8,1.688155154989929e+18,1.0,0.37,,,
1546,0.5223421817624092,5823,5.99,,,1.6881552e+18,,,,,0.99,,,call,american,2025-01-17,100,5.0,,0.5843117348362928,0.1400328345438137,-0.0011868566804933024,0.021239738398356287,1.0,1,0.98,1,,0.99,[209],303.0,0.99,1.6881545434865539e+18,1.0,1.69,,,
69,0.5239442961631614,144,24.105,,,1.6881552e+18,,,,,1.41,,,put,american,2023-07-07,100,25.5,,-0.7535153336285185,0.2018959615058494,-0.04217546900484008,0.01085835644307062,1.5,25,1.29,496,,1.395,[209],316.0,1.41,1.688154533690161e+18,1.0,-0.215,,,
435,0.5245231933801037,0,23.625,,,,,,,,,,,put,american,2023-08-04,100,26.5,,-0.6717636449496597,0.09632934111813,-0.018819199038601835,0.026855741848420243,3.45,33,2.3,236,,2.875,,,,,,-0.695,,,
1034,0.5300813018672775,57,25.825,,,1.6881552e+18,,,,,11.15,,,call,american,2024-06-21,100,15.0,,0.8993864626184512,0.013915231831873027,-0.0047180338595576785,0.04290967163788564,11.45,244,10.2,201,,10.825,[209],313.0,11.15,1.688151637285488e+18,2.0,1.505,,,
151,0.5313428501835785,136,22.22,,,1.6881552e+18,,,,,0.3,,,put,american,2023-07-14,100,22.5,,-0.19733626407691654,0.11664488186683396,-0.025982782510887762,0.01145162856285051,0.34,18,0.22,210,,0.28,[209],319.0,0.3,1.68815519019563e+18,1.0,-2.1,,,
463,0.5328523578101777,1208,24.775,,,1.6881552e+18,,,,,4.95,,,call,american,2023-08-18,100,20.0,,0.8747108080793202,0.04434834605061088,-0.012496845766001628,0.02024223337653614,4.95,400,4.6,19,,4.775,[209],316.0,4.95,1.688155125642331e+18,1.0,0.455,,,
1122,0.5329837434645687,549,26.125,,,1.6879824e+18,,,,,12.45,,,call,american,2025-01-17,100,13.0,,0.9181892991202156,0.009400374091857533,-0.003460639730908169,0.04729499595310298,14.25,403,12.0,409,,13.125,[209],313.0,12.45,1.687974958022e+18,1.0,1.805,,,
1521,0.533501988286452,1047,4.97,,,1.6881552e+18,,,,,1.0,,,call,american,2024-03-15,100,4.0,,0.6788107658705015,0.18699644061926923,-0.0016235780149737146,0.01299125558222078,1.08,49,0.86,414,,0.97,[209],313.0,1.0,1.6881465500516582e+18,9.0,0.67,,,
872,0.5336167479801027,1304,24.775,,,1.6868592e+18,,,,,12.68,,,call,american,2024-01-19,100,12.5,,0.9745829999897355,0.006143592333144916,-0.0030070723610382856,0.011346719177334845,12.8,564,11.75,313,,12.275,[232],312.0,12.68,1.686856307034e+18,2.0,0.455,,,
110,0.5346186049382742,917,25.165,,,1.6881552e+18,,,,,1.15,,,call,american,2023-07-14,100,24.0,,0.5789172877831096,0.16178791218578503,-0.03926345872201875,0.017861398426191173,1.24,58,1.09,5,,1.165,[209],313.0,1.15,1.6881551906065423e+18,1.0,0.845,,,
152,0.5350741812614775,227,22.575,,,1.6881552e+18,,,,,0.42,,,put,american,2023-07-14,100,23.0,,-0.2676595205697652,0.1360725207741696,-0.030609252904228307,0.015188938711562319,0.47,209,0.38,71,,0.425,[209],302.0,0.42,1.6881550477536632e+18,1.0,-1.75,,,
107,0.536138871364815,574,24.645,,,1.6881552e+18,,,,,2.24,,,call,american,2023-07-14,100,22.5,,0.8014829572682557,0.1159202772985012,-0.0294071781571399,0.011441435723375422,2.29,242,2.0,26,,2.145,[232],308.0,2.24,1.688154953368402e+18,1.0,0.325,,,
1489,0.5426359723477437,10565,4.885,,,1.6881552e+18,,,,,0.9,,,call,american,2024-01-19,100,4.0,,0.6735471553116507,0.2091791085267004,-0.0018438643011568071,0.011610829889207992,0.98,668,0.79,417,,0.885,[209],313.0,0.9,1.688155152307014e+18,5.0,0.585,,,
429,0.5434352963666722,14,22.33,,,1.687896e+18,,,,,1.7,,,put,american,2023-08-04,100,23.5,,-0.37757334993929775,0.09584407156377327,-0.021509430107053307,0.02847784405732296,1.47,16,0.87,246,,1.17,[209],313.0,1.7,1.687895158512e+18,1.0,-1.99,,,
150,0.5442901812261758,231,21.8,,,1.6881552e+18,,,,,0.2,,,put,american,2023-07-14,100,22.0,,-0.14691349918581675,0.0932915890150213,-0.02187401337015511,0.011276480606409062,0.22,32,0.18,173,,0.2,[209],304.0,0.2,1.688155141444234e+18,2.0,-2.52,,,
775,0.5445559270706998,72,24.675,,,1.6868592e+18,,,,,12.61,,,call,american,2023-12-15,100,12.5,,0.981570883471725,0.0051036050908144425,-0.002852068561286617,0.010429062659150803,12.7,246,11.65,12,,12.175,[232],312.0,12.61,1.686856307034e+18,2.0,0.355,,,
68,0.5451345089985732,399,23.94,,,1.6881552e+18,,,,,1.03,,,put,american,2023-07-07,100,25.0,,-0.6409127116468786,0.22825346742443176,-0.05265477088542605,0.01085061992413363,1.11,22,1.01,136,,1.06,[209],313.0,1.03,1.6881551854870505e+18,1.0,-0.38,,,
710,0.5460705282592672,0,24.7,,,1.6824528e+18,,,,,6.45,,,call,american,2023-11-17,100,14.0,,0.96934545036174,0.008470703715397196,-0.0038367771268652496,0.010319575568936978,11.2,158,10.2,11,,10.7,[232],312.0,6.45,1.682437652144e+18,2.0,0.38,,,
153,0.5463582647164317,365,22.895,,,1.6881552e+18,,,,,0.51,,,put,american,2023-07-14,100,23.5,,-0.3435465912615574,0.15083824158882173,-0.03524622880652754,0.017616012217997353,0.7,11,0.51,460,,0.605,[209],308.0,0.51,1.6881540352768056e+18,10.0,-1.43,,,
109,0.5464366295777633,141,24.965,,,1.6881552e+18,,,,,1.54,,,call,american,2023-07-14,100,23.5,,0.6576792575935784,0.15016456172504009,-0.03835027563171759,0.017612703389437986,1.58,75,1.35,11,,1.465,[209],303.0,1.54,1.6881547408461837e+18,1.0,0.645,,,
427,0.5479493718681107,19,21.715,,,1.6880688e+18,,,,,0.8,,,put,american,2023-08-04,100,22.5,,-0.2833237709703756,0.08480555941074933,-0.019576905921026552,0.024232006240108177,1.0,19,0.57,355,,0.785,[209],303.0,0.8,1.6880679597421102e+18,1.0,-2.61,,,
873,0.548046482466733,164,24.925,,,1.686168e+18,,,,,12.45,,,call,american,2024-01-19,100,13.75,,0.9538013253136897,0.009846259984264742,-0.004071590558188099,0.021001561362150655,11.7,435,10.65,95,,11.175,[209],315.0,12.45,1.686146303364e+18,7.0,0.605,,,
437,0.5487612757134046,0,23.825,,,,,,,,,,,put,american,2023-08-04,100,27.5,,-0.7453166601102124,0.08405452808982669,-0.01749626636569057,0.020961055934870857,4.3,36,3.05,175,,3.675,,,,,,-0.495,,,
638,0.5496930282151171,12,24.55,,,1.6879824e+18,,,,,11.0,,,call,american,2023-10-20,100,13.0,,0.988949783826389,0.003932493232170957,-0.0026983237670481887,0.004415110815596174,12.05,113,11.05,11,,11.55,[209],313.0,11.0,1.687962106628e+18,1.0,0.23,,,
430,0.550529014751898,4,22.585,,,1.6878096e+18,,,,,2.11,,,put,american,2023-08-04,100,24.0,,-0.4273938539321745,0.0984066913391087,-0.02254035490632804,0.028880373517397303,1.74,5,1.09,229,,1.415,[232],308.0,2.11,1.687799312934e+18,1.0,-1.73,,,
70,0.5534219812128446,352,24.17,,,1.6881552e+18,,,,,1.81,,,put,american,2023-07-07,100,26.0,,-0.8204025379666043,0.1574539948742635,-0.0360562765350133,0.008443177175502935,1.98,60,1.68,520,,1.83,[232],312.0,1.81,1.6881547589043282e+18,5.0,-0.15,,,
431,0.5545678527721413,5,22.82,,,1.6879824e+18,,,,,1.82,,,put,american,2023-08-04,100,24.5,,-0.47619156218031805,0.09972722051742915,-0.023024547086579018,0.02926641443213796,2.02,10,1.34,271,,1.68,[209],313.0,1.82,1.6879790855733924e+18,1.0,-1.5,,,
308,0.5576968959204979,93,25.225,,,1.6881552e+18,,,,,2.22,,,call,american,2023-07-28,100,23.0,,0.6819916423969563,0.09933499267120048,-0.027034187524308827,0.021901368699410857,2.4,105,2.05,11,,2.225,[240],302.0,2.22,1.688154903622585e+18,1.0,0.905,,,
639,0.5579592357902652,0,24.6,,,,,,,,,,,call,american,2023-10-20,100,14.0,,0.9787711195402278,0.006874178486123018,-0.003568339576118268,0.009302323824429741,11.1,126,10.1,95,,10.6,,,,,,0.28,,,
62,0.5581074078242234,330,21.945,,,1.6881552e+18,,,,,0.05,,,put,american,2023-07-07,100,22.0,,-0.06944926602998569,0.0784272825891889,-0.019552851295141102,0.005086024142004637,0.06,92,0.05,27,,0.055,[219],322.0,0.05,1.6881547165035502e+18,2.0,-2.37,,,
108,0.5581920359407155,788,24.82,,,1.6881552e+18,,,,,1.94,,,call,american,2023-07-14,100,23.0,,0.7259735473301043,0.1317330563585607,-0.03545793105065233,0.015195571946306018,2.0,330,1.64,11,,1.82,[209],302.0,1.94,1.6881522358384512e+18,1.0,0.5,,,
1004,0.5582665232629908,53,25.625,,,1.6880688e+18,,,,,11.0,,,call,american,2024-04-19,100,15.0,,0.9028600654160691,0.01420033215840472,-0.005175627118307501,0.03960233088783696,11.15,239,10.1,114,,10.625,[209],313.0,11.0,1.6880501392471588e+18,5.0,1.305,,,
111,0.5584960604705139,183,25.455,,,1.6881552e+18,,,,,0.99,,,call,american,2023-07-14,100,24.5,,0.49977025913428763,0.1587980734956336,-0.04169276298538331,0.018108808216548453,1.06,90,0.85,16,,0.955,[232],300.0,0.99,1.6881545110638198e+18,4.0,1.135,,,
154,0.5601225098681005,306,23.15,,,1.6881552e+18,,,,,0.81,,,put,american,2023-07-14,100,24.0,,-0.4241785521731089,0.15535330205924616,-0.03795040959982947,0.01786632873507303,0.94,9,0.76,366,,0.85,[209],316.0,0.81,1.6881548471662241e+18,5.0,-1.17,,,
259,0.5632894012982259,109,21.985,,,1.6881552e+18,,,,,0.48,,,put,american,2023-07-21,100,22.5,,-0.2497495654693089,0.1004356322134075,-0.024914729271690056,0.018594343549082945,0.56,286,0.47,833,,0.515,[209],322.0,0.48,1.6881548669289196e+18,1.0,-2.34,,,
351,0.5635387481181238,68,21.82,,,1.6881552e+18,,,,,0.59,,,put,american,2023-07-28,100,22.5,,-0.2726215081448248,0.0904832188310269,-0.0222785676850651,0.02160294451405278,0.79,152,0.57,540,,0.68,[232],312.0,0.59,1.6881480187542922e+18,2.0,-2.5,,,
297,0.5639868342091984,1,24.4,,,1.6879824e+18,,,,,6.75,,,call,american,2023-07-28,100,17.5,,0.9890866551957538,0.007745809821552563,-0.004375530440642971,0.0026996186049276444,7.5,81,6.3,142,,6.9,[227],308.0,6.75,1.687968365971e+18,1.0,0.08,,,
149,0.5640692962340611,85,21.36,,,1.6881552e+18,,,,,0.13,,,put,american,2023-07-14,100,21.5,,-0.10728151292884403,0.07273898531064621,-0.018374301651559993,0.007418096277669306,0.15,32,0.13,49,,0.14,[209],316.0,0.13,1.6881545755884954e+18,1.0,-2.96,,,
204,0.5658670525050246,3308,25.055,,,1.6881552e+18,,,,,2.2,,,call,american,2023-07-21,100,23.0,,0.6953195747712455,0.11088175031082548,-0.030835802377034552,0.01886115687944835,2.2,559,1.91,11,,2.055,[209],322.0,2.2,1.6881541077271022e+18,1.0,0.735,,,
1125,0.5661596024784858,977,29.25,,,1.6881552e+18,,,,,9.5,,,call,american,2025-01-17,100,20.0,,0.7708088027572048,0.017811021473328675,-0.005988402751343284,0.09447353320015546,9.5,40,9.0,5,,9.25,[209],313.0,9.5,1.6881546206597396e+18,5.0,4.93,,,
426,0.5670109052734643,11,21.325,,,1.6881552e+18,,,,,0.7,,,put,american,2023-08-04,100,22.0,,-0.24529288286816675,0.07574567544909795,-0.018821050636958464,0.023871392197622528,0.83,5,0.52,344,,0.675,[209],315.0,0.7,1.6881543349827817e+18,2.0,-3.0,,,
1035,0.5673416196078166,175,27.025,,,1.6881552e+18,,,,,9.24,,,call,american,2024-06-21,100,18.0,,0.8170322418977799,0.019561021895071685,-0.006637151169601594,0.06366719647281822,9.65,427,8.4,267,,9.025,[232],308.0,9.24,1.6881484441245064e+18,1.0,2.705,,,
309,0.5682169030504239,169,25.475,,,1.6881552e+18,,,,,2.59,,,call,american,2023-07-28,100,23.5,,0.626914103819307,0.10186180086679297,-0.028498591897917022,0.025390045379743608,2.19,175,1.76,18,,1.975,[209],312.0,2.59,1.6881318171152133e+18,1.0,1.155,,,
465,0.5688203461068575,1468,25.545,,,1.6881552e+18,,,,,3.1,,,call,american,2023-08-18,100,22.5,,0.697151466893524,0.07131693723520413,-0.020639450397121534,0.02870621978877873,3.25,479,2.84,9,,3.045,[209],322.0,3.1,1.688154844656301e+18,19.0,1.225,,,
433,0.5698788645454705,0,23.18,,,1.6881552e+18,,,,,2.13,,,put,american,2023-08-04,100,25.5,,-0.5680068578214528,0.09569225242371514,-0.022956587549924204,0.029928265559200792,2.72,2,1.92,197,,2.32,[232],308.0,2.13,1.6881531165774019e+18,2.0,-1.14,,,
156,0.5704818498854264,247,23.59,,,1.6881552e+18,,,,,1.38,,,put,american,2023-07-14,100,25.0,,-0.5768118521489355,0.15310272339922606,-0.03823945007549676,0.01832088906803216,1.55,11,1.27,394,,1.41,[232],312.0,1.38,1.688154428189863e+18,2.0,-0.73,,,
312,0.5704860085699618,484,26.255,,,1.6881552e+18,,,,,1.29,,,call,american,2023-07-28,100,25.0,,0.46964963979301133,0.10651699982134294,-0.029509660514084775,0.02644141656227163,1.35,21,1.16,6,,1.255,[209],319.0,1.29,1.6881539591558461e+18,1.0,1.935,,,
350,0.570542660617943,180,21.46,,,1.6881552e+18,,,,,0.55,,,put,american,2023-07-28,100,22.0,,-0.22722762781263287,0.08127372702268283,-0.020603870671882005,0.02128608018540143,0.63,176,0.45,589,,0.54,[209],313.0,0.55,1.6881549835677711e+18,2.0,-2.86,,,
712,0.5714420228314242,0,24.975,,,,,,,,,,,call,american,2023-11-17,100,16.0,,0.9227776422168338,0.017059382621180806,-0.006392071942002296,0.019590540792982728,9.5,153,8.45,121,,8.975,,,,,,0.655,,,
157,0.5718133939970776,64,23.765,,,1.6881552e+18,,,,,1.53,,,put,american,2023-07-14,100,25.5,,-0.6479541152126499,0.14574564971490897,-0.03619383891308222,0.01623994521650823,1.95,11,1.52,73,,1.735,[233],302.0,1.53,1.688137721992189e+18,1.0,-0.555,,,
260,0.5718493717593475,1374,22.315,,,1.6881552e+18,,,,,0.68,,,put,american,2023-07-21,100,23.0,,-0.3071009261888925,0.11056146784934422,-0.028172778251279965,0.018890962609509773,0.72,338,0.65,756,,0.685,[209],313.0,0.68,1.6881549869816438e+18,5.0,-2.0,,,
356,0.572127896418663,27,23.145,,,1.6881552e+18,,,,,1.75,,,put,american,2023-07-28,100,25.0,,-0.5333085634069188,0.10731123524144674,-0.02641738643854899,0.0264112955070951,2.0,1,1.71,1,,1.855,[209],325.0,1.75,1.688151989546768e+18,10.0,-1.18,,,
1005,0.5732425013615777,37,26.625,,,1.6873776e+18,,,,,8.85,,,call,american,2024-04-19,100,18.0,,0.8215551027531969,0.021019048090165714,-0.007200075828340123,0.058488565463090045,9.15,170,8.1,182,,8.625,[209],303.0,8.85,1.687355475059e+18,1.0,2.305,,,
206,0.5734673976239859,2477,25.495,,,1.6881552e+18,,,,,1.44,,,call,american,2023-07-21,100,24.0,,0.5736574410866516,0.12196920156389329,-0.034236981028651636,0.02216745114538278,1.57,635,1.42,32,,1.495,[209],315.0,1.44,1.688155189960046e+18,25.0,1.175,,,
432,0.5742507519979778,5,22.965,,,1.6881552e+18,,,,,1.87,,,put,american,2023-08-04,100,25.0,,-0.5206756956951631,0.09559059771770319,-0.023516802399233008,0.02961308830399881,2.33,2,1.74,215,,2.035,[209],315.0,1.87,1.6881445575584276e+18,1.0,-1.36,,,
112,0.575680938580658,1250,25.78,,,1.6881552e+18,,,,,0.83,,,call,american,2023-07-14,100,25.0,,0.4264871681753352,0.1507374735608169,-0.0418138888932771,0.0183462454704255,0.8,52,0.76,11,,0.78,[209],322.0,0.83,1.6881551507419305e+18,3.0,1.46,,,
310,0.5758217912922572,260,25.72,,,1.6881552e+18,,,,,1.81,,,call,american,2023-07-28,100,24.0,,0.5737472229474943,0.1045817397077526,-0.02980442072978562,0.02574357026921605,1.92,76,1.52,8,,1.72,[209],322.0,1.81,1.6881528636648463e+18,1.0,1.4,,,
874,0.5758710186475711,3004,25.175,,,1.687896e+18,,,,,8.95,,,call,american,2024-01-19,100,15.0,,0.9221102090085116,0.014226805936624239,-0.005535635282138138,0.022390352972075506,10.65,575,9.7,12,,10.175,[227],309.0,8.95,1.6878827423e+18,1.0,0.855,,,
352,0.5768521079677776,331,22.13,,,1.6881552e+18,,,,,0.9,,,put,american,2023-07-28,100,23.0,,-0.3235750705349222,0.09705082265548838,-0.02496598831075944,0.02505081212576559,0.9,1,0.84,10,,0.87,[209],325.0,0.9,1.6881551970254088e+18,1.0,-2.19,,,
205,0.5775110314993368,78,25.28,,,1.6881552e+18,,,,,1.93,,,call,american,2023-07-21,100,23.5,,0.634174280075658,0.1160090733951623,-0.03325065322969128,0.02186525670574307,1.91,629,1.65,143,,1.78,[209],307.0,1.93,1.688152549631342e+18,58.0,0.96,,,
208,0.5776213070155992,12329,26.05,,,1.6881552e+18,,,,,1.04,,,call,american,2023-07-21,100,25.0,,0.45362036519021415,0.12188387038406093,-0.03434371297044867,0.022764730367422433,1.1,153,1.0,11,,1.05,[228],309.0,1.04,1.6881551421775613e+18,1.0,1.73,,,
257,0.5776337160350578,32,21.205,,,1.6881552e+18,,,,,0.25,,,put,american,2023-07-21,100,21.5,,-0.15873489606393507,0.07444459253749663,-0.019556012504536976,0.013809908456759263,0.34,206,0.25,806,,0.295,[233],309.0,0.25,1.6881455850646932e+18,1.0,-3.12,,,
1126,0.5777055845242554,370,31.05,,,1.6881552e+18,,,,,8.3,,,call,american,2025-01-17,100,23.0,,0.7069583452765711,0.01982776686446934,-0.006684346398748527,0.10337932850836545,9.0,391,7.1,666,,8.05,[233],302.0,8.3,1.6881335595971725e+18,1.0,6.73,,,
155,0.5778507628789058,113,23.37,,,1.6881552e+18,,,,,1.08,,,put,american,2023-07-14,100,24.5,,-0.5006640587018717,0.15434192801152744,-0.03992050437729306,0.018106170942625302,1.24,14,1.02,312,,1.13,[209],313.0,1.08,1.6881545294835328e+18,5.0,-0.95,,,
207,0.5780313569566893,433,25.755,,,1.6881552e+18,,,,,1.27,,,call,american,2023-07-21,100,24.5,,0.5132651795113515,0.12363449786308812,-0.03503730734292557,0.022467617093936746,1.34,427,1.17,16,,1.255,[209],307.0,1.27,1.688154810420595e+18,6.0,1.435,,,
307,0.5791885776398812,20,25.115,,,1.6881552e+18,,,,,2.9,,,call,american,2023-07-28,100,22.5,,0.7245448681134486,0.08823394439853012,-0.026073297850518824,0.02159843083660294,2.87,115,2.36,203,,2.615,[209],322.0,2.9,1.688153611661032e+18,1.0,0.795,,,
203,0.5793262003333715,7,24.925,,,1.6879824e+18,,,,,2.1,,,call,american,2023-07-21,100,22.5,,0.7462491083000717,0.09817940954614882,-0.028886630640248958,0.018598452336854376,2.64,365,2.21,6,,2.425,[232],312.0,2.1,1.68797092379e+18,1.0,0.605,,,
424,0.5797043378592692,49,20.565,,,1.687896e+18,,,,,0.6,,,put,american,2023-08-04,100,21.0,,-0.1723745634418106,0.060284880432797276,-0.015782432835564617,0.01773054355030409,0.54,20,0.33,298,,0.435,[209],313.0,0.6,1.68789476976e+18,1.0,-3.75,,,
1091,0.5799216366638758,0,26.0,,,,,,,,,,,call,american,2024-10-18,100,13.0,,0.9157268839555525,0.009639884492776314,-0.003936239632540516,0.04446595795259777,15.0,193,11.0,240,,13.0,,,,,,1.68,,,
