,Date,Aquila Investment Management ,Alger Funds,Sentinel Asset Management,EquiTrust Life Insurance Company,Timothy Plan,Natixis Asset Management,Advanced Asset Management,Madison Mosaic,Direxion Funds,Semper Capital Management,"Scout Investments, Inc.",Selected Funds,Saratoga Capital  Management,Value Line,TCW Investment Management,Bishop Street Capital,Old Mutual Capital,JNF Advisors Inc,RMB Asset Management,Pyxis Funds,Ambassador Funds,Madison Investment,Nicholas Funds,Trust for Credit Unions,Russell,TCG Financial Services,Weitz Investment Management,US Global Investors,Milestone,Eaton Vance,OneAmerica Funds,Shelton Capital Management,Forward Funds,Alpine,Pacific Capital Investments,Performance Funds,Ohio National Investments,Sun Life Financial,First Investors Management,Macquarie,Harbor,Securian Financial,RS Funds,Penn Mutual Life,Sterling Capital,Mutual of America,ProFunds,Homestead,Davis Funds,Hancock Horizon,Pacific Life,Calvert,RBB Fund,State Farm,Williams Capital Management,CLS AdvisorOne,Miles Capital,Meeder Funds,Pioneer Investments,Victory Capital Management,Touchstone,GE Asset Management,Paydenfunds,Northwestern Mutual,Valic,William Blair,Huntington,SunAmerica,Virtus,Mass Mutual,Hartford Mutual Funds,Lord Abbett,Allianz,Glenmede,Fifth Third,Guggenheim Investments,Lincoln National,Highmark,Great-West Funds,Plan Investment Fund,American Beacon,PIMCO,Janus,AXA Equitable,Bank of New York Mellon,GuideStone Funds,MainStay Funds,Ivy Funds,Transamerica,Voya,Thrivent Financial,Gabelli Funds,Brown Brothers Harriman,Principal Funds,Putnam,Mount Vernon,Nationwide,Cavanal Hill,Reich & Tang,Public Financial Management,John Hancock,BMO Funds,TD Asset Management,Jackson National,CNI Charter,American Century,PNC Investments,MFS Investment,Oppenheimer,USAA,Wilmington Funds,AllianceBernstein,TIAA-CREF,SEI Investments,Columbia,Royal Bank of Canada,Dimensional,Franklin Templeton,Bank of America,HSBC,Prudential,DWS Investments,T. Rowe Price,UBS,First American,American Funds,Invesco,Legg Mason,Northern Trust Funds,State Street,Allspring Funds,Morgan Stanley,Schwab,Dreyfus,Goldman Sachs,Federated,Blackrock,JP Morgan,Vanguard,Fidelity
113,06-30-2020,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5612000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17271398.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36994820.46,0.0,0.0,0.0,0.0,0.0,193704863.6,0.0,208572488.87,100505585.8,201011251.69,0.0,132972700.75,0.0,165494108.88,51984045.05,178896478.64,129811071.08,0.0,0.0,0.0,0.0,0.0,0.0,259278309.51,0.0,305192866.15,294385840.65,0.0,0.0,149698462.79,287265828.69,549327272.04,543931826.91,0.0,0.0,188029647.82,0.0,452444370.39,0.0,692426986.48,516741839.53,0.0,0.0,377922626.91,1008217640.01,0.0,2542785175.89,1918598004.5,848399809.98,2195961670.02,1498499293.28,1373918883.3,1027119481.88,1519279125.3,1952357636.17,1886834897.43,2284429605.15,1695756699.6,1724240331.7,3044781432.41,3507984748.99,4533336227.38,1129164825.4,0.0,2526708753.35,3359253957.52,0.0,2256022471.21,3309298177.37,5463227247.82,0.0,6023027149.0,4154037332.29,5969542300.9,0.0,8344781787.53,0.0,3584513762.03,10262869625.61,15410288812.59,14390832979.56,14912471321.3,13959604905.73,19915060057.19,12103352783.83,18500729977.18,0.0,37490782409.91,29062872944.23,27940076995.49,42955086198.99,84642676529.04,92043226451.51,156078653337.58,80758847101.23,62854858077.36,189458406800.3,167846153588.74,205532260280.71,210325209153.51,210869800390.16,202383226845.88,422425747999.12,376915397766.63,403627742085.94,465515891088.77,518595687814.24,959997523412.54
112,05-31-2020,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6009000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17523923.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35193915.93,0.0,0.0,0.0,0.0,0.0,182670488.41,0.0,193288200.26,101848050.88,207709109.7,0.0,134554798.03,0.0,165513739.71,184630557.0,178392737.61,141650599.51,0.0,0.0,0.0,0.0,0.0,0.0,266576083.41,0.0,322065702.78,300502767.48,0.0,0.0,150837638.69,340396100.07,549282769.81,547682874.81,0.0,0.0,190185955.32,0.0,493626477.62,0.0,734929110.24,510467310.8,0.0,0.0,323697522.75,1022951505.99,0.0,2555640266.42,1761754290.42,943976015.38,1850637332.92,1516091364.25,1319047630.6,1086608676.0,1548449212.01,1964092783.29,1927677380.12,2293577782.04,1759297912.0,1964973309.23,2965570669.43,3145203196.78,5033803556.09,1138745412.52,0.0,2586060751.48,3494932584.59,0.0,2051049146.99,3283424076.28,5481080532.95,0.0,6242726729.73,4573204356.15,5846225496.15,0.0,8653285721.43,0.0,2894443305.05,9959477617.42,15766446246.36,14677863860.07,15372978474.29,15136862764.09,21973767357.31,10813414344.11,18844300201.33,0.0,41061040222.43,28123486792.82,24275121593.38,44377871719.42,85616047908.54,93590838559.86,166879014981.1,88298385592.26,67752201683.69,180508348803.08,180458660072.36,200522480506.61,227709036830.79,217775543699.92,204965652204.99,436706549773.1,405145853194.47,433949571500.13,504710167741.32,491889159590.48,985418157931.29
111,04-30-2020,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6168000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17696577.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35996195.57,0.0,0.0,0.0,0.0,0.0,356458977.87,0.0,196616081.16,100440635.49,210266544.04,0.0,135623232.61,0.0,187325441.75,178602932.66,182903596.49,116167154.05,0.0,0.0,0.0,0.0,0.0,0.0,426316768.36,0.0,325410496.03,302295494.15,0.0,0.0,151252083.55,348452560.23,569743799.96,547056095.76,0.0,0.0,192237780.48,0.0,498126385.46,0.0,917810086.67,544292303.91,0.0,0.0,353635064.21,1057040954.84,0.0,2455665844.93,1614960905.79,927962738.57,1948248179.27,1524398194.62,1451179891.7,1086101866.78,1579682261.59,2373335031.01,1975854408.7,2269612143.52,1872507731.8,2410914207.01,3218593837.4,2691782005.29,5152599934.82,1166053002.64,0.0,2627803394.04,3380358954.49,0.0,1891748908.68,3372232588.95,5443161169.38,0.0,8280633244.87,4303683715.07,5763307561.33,0.0,8292949191.85,0.0,11574254328.95,10746671375.67,13140450310.27,14743336048.19,15978081962.21,15244464936.19,19733542465.17,9478475200.7,17644319553.38,0.0,41390995072.95,25714518387.13,29146251360.42,43532412842.77,84264105193.75,98797179822.62,165581708025.24,91199839424.98,72230766393.28,173207672901.2,185305342428.86,191152411220.23,230417440410.07,212628319859.1,214382849886.46,408605706462.26,404346219604.4,463319790149.42,480302129696.05,481164897200.63,978212298222.17
110,03-31-2020,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7191000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17683456.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35997227.59,0.0,0.0,0.0,0.0,0.0,343621225.31,0.0,181993579.11,126481717.15,207706118.13,0.0,140748327.24,0.0,214771840.99,175255309.11,192114479.72,129174700.95,0.0,0.0,0.0,0.0,0.0,0.0,316276782.15,0.0,361119609.57,292914747.4,0.0,0.0,147944100.35,321007190.27,545360799.48,594375028.18,0.0,0.0,195551741.29,0.0,500477004.71,0.0,940328802.19,557592300.25,0.0,0.0,422383278.69,1040965257.06,0.0,2432776602.78,1420776566.24,827226341.89,2349783356.6,1529868724.26,1338110577.7,1077029566.35,1586103034.0,2026890262.36,1949665821.84,2278535667.98,1457739852.38,1607381347.17,3064749999.28,2332844223.0,4502984573.26,1170400371.03,0.0,2807497854.49,3350034802.05,0.0,1670653780.83,3268250545.57,5117519766.0,0.0,7056816571.88,3907287967.56,5679454756.01,0.0,7687313929.84,0.0,11892092763.22,10474715386.0,11461063081.81,14570184214.48,14763409671.42,15664429686.8,23655781409.16,9665689669.5,17717585879.32,0.0,31198284549.64,22488605830.51,25227330547.39,37791676545.1,72994299934.05,92831499847.18,150368532676.03,88394018572.61,66859108643.08,152653682189.91,153516616396.15,169825311650.72,203218121275.16,199583076381.06,181486674004.14,334510268369.63,377185060717.79,394758061380.53,414455659817.93,454732361131.71,923176003183.48
109,02-29-2020,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6049000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15307710.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36037719.53,0.0,0.0,0.0,0.0,0.0,371606923.72,0.0,187902645.47,114495881.28,188907465.58,0.0,117598149.55,0.0,194201389.98,131613135.44,165806239.5,138134292.42,0.0,0.0,0.0,0.0,0.0,0.0,312506962.0,110004395.0,377907522.67,243030578.0,0.0,0.0,135564100.88,283016098.66,461353161.99,486403324.15,0.0,0.0,194963312.74,0.0,475362122.74,0.0,273158347.74,433858023.82,0.0,0.0,359611499.93,893717106.26,0.0,2082861653.34,1616725279.54,898258475.52,2892017289.22,1259957118.02,1249710356.0,1023358489.85,1367007499.27,1599643467.61,1635683352.02,1938748457.56,1161230579.0,1284833718.44,2905684235.51,2076507609.0,4205241861.8,991825675.95,0.0,2240985492.02,2896995853.59,0.0,1220916778.23,2729678513.37,4455319399.04,0.0,3978749421.48,2585334854.87,5319278195.36,0.0,7454923434.42,0.0,11756619327.42,9942748246.02,11483481721.1,12031544651.99,10058757236.58,15157246896.51,9558780273.94,13019435378.98,18013201088.95,0.0,22507514805.18,17174142332.73,29699755170.93,43287954856.14,63323925809.99,72192071995.57,117024747666.57,60783237674.44,53765540332.51,131642499284.57,122266521453.2,132684264806.17,134765794820.48,203874301524.83,155338722366.53,243945176891.29,317460677146.83,345940659075.07,348216458417.6,419287145949.44,814993185990.81
108,01-31-2020,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6264000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14817436.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38023698.01,0.0,0.0,0.0,0.0,0.0,355822886.5,0.0,201239350.44,124158964.54,189034628.4,0.0,108124345.97,0.0,186078833.18,145057258.42,159455878.62,136489849.58,0.0,0.0,0.0,0.0,0.0,0.0,303956136.65,124518233.0,396748875.13,239106428.27,0.0,0.0,135808260.57,252039650.22,450934027.92,476569081.34,0.0,0.0,192780665.78,0.0,484381298.4,0.0,267703865.63,465894364.88,0.0,0.0,402776101.45,849030921.59,0.0,2055051569.16,1686951718.52,1031184158.13,3311675608.77,1190828950.15,1281080890.2,1144580051.1,1345145471.04,1689127646.22,1621006590.57,1908614069.5,1680217570.38,1306419173.81,2918190944.02,2365461118.9,4151545548.94,964053146.6,0.0,2236045692.53,3116919412.89,0.0,1177350145.63,2649270012.97,4476740374.4,0.0,4101998421.0,2614404777.34,5594031743.81,0.0,7607642984.44,0.0,11593919311.94,9982593804.56,11437706923.98,11772680112.14,9424492600.11,16695923704.77,7570756849.88,12673657659.48,19419041900.65,0.0,21676847939.43,18290958842.72,27882449807.38,42853692357.22,65584655916.33,72063388567.62,122127652787.15,64812735625.58,53182669933.96,134764064632.56,124821376140.6,130016534635.49,128828221499.26,202229509121.03,160329101808.64,250439894658.72,314840607285.48,340550780423.93,357592378367.48,412979218449.48,803090201978.26
107,12-31-2019,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6404000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15372544.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40136087.06,0.0,0.0,0.0,0.0,0.0,359872647.7,0.0,217964311.61,128049943.39,189182280.11,0.0,112785424.39,0.0,174515660.71,185166389.16,162914398.19,140180612.78,0.0,0.0,0.0,0.0,0.0,0.0,284623002.0,125882050.0,403752222.95,239366741.0,0.0,0.0,128675923.47,260857963.68,447500209.15,461105045.56,0.0,0.0,192369893.87,0.0,519042533.2,0.0,299525102.81,480897570.8,0.0,0.0,438933888.73,831013234.14,0.0,2033514846.95,1659270797.96,799712246.35,2010232422.88,1181844789.89,1271167340.03,1176459939.7,1303571956.33,1743933859.23,1641045583.76,1921115908.69,1425581922.1,1346539833.99,3044913082.24,2376541774.05,3955571176.1,958965989.31,0.0,2153660941.23,3315973401.98,0.0,1247112798.83,2678958068.13,4671247510.34,0.0,4344098548.9,2510760986.92,5519517000.68,0.0,6410261889.7,0.0,11589656220.36,9842952160.53,10446125934.96,11825896156.32,9093061414.94,14552072316.51,6875204872.21,13564765718.88,19667284413.54,0.0,20955752871.72,18896932730.87,25930369827.62,38569651312.14,64322213109.69,69495890993.64,121826685956.18,65430841136.62,51887539753.25,125434442921.19,122084835951.11,131070802640.94,136683947527.19,199049392436.75,154728029233.99,263310760903.77,318928277768.86,351587838751.27,354141642669.83,411353127402.41,793053984306.89
106,11-30-2019,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6384000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14722333.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40418620.98,0.0,0.0,0.0,0.0,0.0,384502150.71,0.0,169054940.06,133536929.92,186731912.05,0.0,111544224.48,0.0,180109536.48,183142346.05,171310676.64,135225286.8,0.0,0.0,0.0,0.0,0.0,0.0,312594158.2,131007678.0,389853699.82,240565576.91,0.0,0.0,132144481.06,300191993.65,441401284.46,459302278.59,0.0,0.0,195197936.18,0.0,491420311.32,0.0,299729519.13,470330853.74,0.0,0.0,428612534.5,801544314.79,0.0,1993408402.02,1516659212.65,1036355380.56,1928151849.01,1187455285.52,1212718951.0,1099349345.15,1374596792.03,1809916669.49,1617445722.55,1914678188.09,1394610733.6,1268672543.9,2822906406.62,2171086085.4,4195505148.6,966479721.61,0.0,2210834827.0,2919175825.07,0.0,1357650147.88,2673837973.81,4821563691.39,0.0,4743795599.33,3024231962.34,5775561833.9,0.0,7335321966.59,0.0,11485542040.79,9635033080.25,11133990166.27,11809232825.52,9904745647.46,14351567775.41,6879654376.03,15109240652.62,20146294286.34,0.0,22559166951.01,21447483257.96,23758703799.33,40174171741.54,64803227032.31,69891089412.35,137976539195.39,65451240373.04,49512800340.71,123491655605.36,129046871947.13,132171992673.47,135017502072.29,197529233228.78,153902213303.22,252539287028.23,307489664747.65,333020133979.4,348636931600.0,412890195053.9,787854930379.63
105,10-31-2019,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15056814.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39809291.71,0.0,0.0,0.0,0.0,0.0,381929941.53,0.0,168885216.44,121262712.47,187246061.22,0.0,100226856.74,0.0,181273649.05,185799913.34,161984006.3,129478521.45,0.0,0.0,0.0,0.0,0.0,0.0,329142250.8,132866692.0,402545722.6,240285565.88,0.0,0.0,130160485.09,275516777.74,446722093.39,450073778.25,0.0,0.0,198113167.94,0.0,504737617.66,0.0,302858048.28,516224727.67,0.0,0.0,442552386.97,790488458.83,0.0,1968378249.82,1459969959.68,1174790711.98,1946473256.19,1176509671.52,1413665498.5,1605664846.83,1403336163.36,1709375711.78,1618104252.17,1999338266.16,1290250435.0,1292401158.14,2861702857.75,2086209651.0,4498148947.4,980630788.72,0.0,2246871528.65,3169629716.64,0.0,1265940149.13,2675500026.41,4821924347.07,0.0,4822582660.93,2791206724.13,5434844745.29,12081436951.76,6523338869.21,0.0,12576991165.62,10203104211.05,10063912140.52,11802368576.17,9949089586.87,14432315318.67,6764247732.73,15727527101.4,22963465383.2,0.0,20614944518.55,20787304128.27,27555415910.6,39643882116.69,75423095051.41,72906290137.99,137064539973.2,72301302068.83,50238439154.42,124180378735.2,122770504507.68,128285615262.3,126692863129.87,193434995527.1,163252033969.98,223852105172.2,302229431288.21,329993203687.38,342519998100.59,414597177814.14,781912463383.99
104,09-30-2019,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6843000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14987825.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39212128.13,0.0,0.0,0.0,0.0,0.0,353348112.96,178349193.1,0.0,129383203.01,65492540.49,0.0,102823805.33,0.0,185944466.44,157031304.61,162546066.16,134966484.41,0.0,0.0,0.0,0.0,0.0,0.0,346648010.9,103501127.0,429076539.34,241584152.46,0.0,0.0,129686499.86,300607996.21,445872741.21,453560141.28,0.0,0.0,201403667.23,0.0,531361549.48,0.0,361699024.79,471134226.81,0.0,0.0,482069308.48,753653156.42,0.0,1933913552.55,1122811126.35,1052161238.55,2143779771.11,1168934380.58,1244200266.85,1588205807.07,1418841295.91,1647234113.25,1616924639.54,1905699817.3,1421335972.5,1258302400.28,3282763457.11,2344853403.0,4228472344.76,964038231.18,0.0,2243300512.79,2845704353.98,0.0,1234742014.99,2695008968.17,4740487076.0,0.0,5409915544.43,2543557409.51,5664006298.32,12830462678.12,6431380381.37,0.0,11455662411.65,9699011777.88,9332495617.3,11909656725.56,9767376079.58,14320246347.12,5459252797.36,16734033760.18,21228134630.34,0.0,21045226508.82,17913421531.62,28074133730.86,41666663127.54,71211818813.88,72079392033.96,129292486165.04,78442104079.6,51013970013.64,123851451624.36,120121132144.45,130754019521.47,120361494178.24,185556602654.2,165510354933.12,225897864084.67,291692268264.69,320374459707.53,328914313308.1,405944862148.49,762111819827.69
103,08-31-2019,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6490000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14842929.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39104133.4,0.0,0.0,0.0,0.0,0.0,316567372.69,182027671.74,0.0,113597163.83,65462081.98,0.0,101076083.23,0.0,234663889.08,166125673.83,164349563.26,134449901.59,0.0,0.0,0.0,0.0,0.0,0.0,297996240.8,82424370.0,452647106.09,244650914.77,0.0,0.0,119029182.63,314850283.93,443062773.8,570842758.06,0.0,0.0,227061953.87,0.0,542905291.78,0.0,364651680.14,456681644.91,0.0,0.0,557717433.86,766614670.23,0.0,1890138535.68,1207459400.77,1058548946.7,1780221044.95,1168203432.73,1294620383.49,1620943832.26,1423742895.83,1602063215.23,1643521681.87,1883251467.48,1927698310.51,1243558995.18,2649362378.74,2241088583.0,4117059376.73,979317946.58,0.0,2266551620.41,2734265152.87,0.0,1340496067.03,2679483587.1,4661185692.01,0.0,4676637575.91,2921441447.59,5404024400.25,16505162750.2,6879783268.61,0.0,11369037552.16,8975179993.93,9153742252.13,11643201334.77,9788376948.63,14293456610.63,5495831327.34,18677912106.43,19753326617.11,0.0,18387707542.14,20449461690.45,24912845092.3,38301453571.4,69150996034.76,70957191004.06,128248647278.86,74791632910.83,48896059651.59,122226025918.0,109463771116.06,124901299201.46,123299326032.09,180103390131.24,156774216627.35,220867515270.16,285853018945.98,306461283794.97,333360350162.77,386575852922.58,759652577862.83
102,07-31-2019,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6869000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15148200.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39994333.45,0.0,0.0,0.0,0.0,0.0,346155286.2,187685682.52,0.0,121907586.38,66702177.7,0.0,98933815.01,0.0,225792278.42,185112865.4,164073248.14,143567027.19,0.0,0.0,0.0,0.0,0.0,0.0,286952109.9,122063274.0,464254952.71,239329185.1,0.0,0.0,116059463.01,262835915.52,436484424.77,477594261.29,0.0,0.0,172333167.4,0.0,554204225.75,0.0,359129592.47,482104165.79,0.0,0.0,488059038.0,735814036.28,0.0,1860832483.43,1184412113.24,1118433952.86,1740836411.25,1145169746.04,1240691118.93,1712983772.44,1404782837.38,1661004801.52,1636861226.75,1828726907.94,1248346757.5,1345781350.63,2515293281.08,2195496900.8,3953587428.05,958147662.29,0.0,2163118108.94,2772686135.0,0.0,1021340339.91,2601614017.47,4625031854.29,0.0,4265104112.79,3556146999.46,5039081372.69,15855642861.66,7509645282.56,0.0,11479966517.91,9267702959.38,9604555178.77,11349476953.84,9491096141.78,14438581771.92,5408886067.43,19684885461.7,20572572802.46,0.0,16780641811.55,20158496863.21,24001706826.05,38784671376.96,65266295773.57,70323167682.12,128267669603.99,82855122921.62,52652751948.18,116383934180.5,99407192896.13,122571875513.95,115848736129.71,172721094014.04,160538395382.44,215346105056.48,272923243928.38,307126975251.99,316345868156.68,388238535188.48,720554243816.7
101,06-30-2019,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8007000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14819479.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40182218.75,0.0,0.0,0.0,0.0,0.0,356771132.38,190807627.83,0.0,132210625.33,64081376.58,0.0,102001676.9,0.0,229051172.98,85507469.97,162967947.59,149520446.13,0.0,0.0,0.0,0.0,0.0,0.0,247722011.35,142503875.0,459857322.31,240088117.24,0.0,0.0,116560650.07,274889491.56,436587832.16,501810685.72,0.0,0.0,173324411.53,0.0,469439788.66,0.0,362475443.21,430108574.98,0.0,0.0,558797393.22,802648994.88,0.0,1878558208.11,1253377789.1,1060849891.02,1506898685.41,1134729501.97,1206842666.5,1660317675.75,1414025773.89,1614087160.45,1637515693.96,1875295284.26,1448706934.9,1302668245.97,2510746450.16,2186111787.55,4047701224.85,957134114.66,0.0,2230752577.18,3591264337.14,0.0,1056918539.72,2597789214.26,4402547619.94,0.0,5111735468.14,2909013897.81,5211231559.36,15465941799.32,5603718411.59,0.0,11474662128.63,9244151700.14,8464542140.1,11373242337.74,8784537219.14,14393960294.97,4974642267.67,19373936343.34,23998746271.43,0.0,15736483702.25,20122316937.07,23118009818.81,34800786419.78,61438266486.47,64064663975.61,130810787852.42,76616637083.95,55507581011.26,114680367280.39,97787730222.47,120790907191.15,114055398530.49,168090558777.46,155715226486.49,214385491552.0,262441106946.0,294329927195.77,309115141001.4,384276509638.55,700393764310.85
100,05-31-2019,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7513000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15475256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40678238.25,0.0,0.0,0.0,0.0,0.0,391697471.69,190413348.23,0.0,138048187.66,68038254.34,0.0,93468355.15,0.0,232377970.54,166229132.04,164175908.47,143864800.83,0.0,0.0,0.0,0.0,0.0,0.0,305103357.15,165295351.0,455841450.88,243357291.98,0.0,0.0,116157726.64,258311255.76,429473591.1,524688116.79,0.0,0.0,176653431.35,0.0,494205483.11,0.0,329612170.74,440162650.16,0.0,0.0,589908986.91,747632795.53,0.0,1857746286.27,1493071169.15,1296634873.33,1474931159.22,1121808917.08,1265862504.9,1685527622.05,1408738505.91,1529175142.88,1657651602.51,1795864722.69,1395045962.3,1304145968.54,2542973967.47,2136782585.4,3479347374.83,979301697.74,0.0,2157412861.82,4328426919.67,0.0,1036858444.29,2594920753.03,4343367309.83,0.0,4353403462.66,2763182307.91,5136590893.3,15370024165.92,6195509409.04,0.0,11310016315.89,8916975930.97,8272782439.53,11210727365.25,9596616630.28,14162712557.1,4852457898.76,20619593424.69,22967301647.94,0.0,18267904288.76,22125419027.97,21975892453.3,35375324670.64,60482724677.48,66303376507.33,126515828420.59,73146099753.96,54260508895.96,114826069279.49,95455344001.09,122171505093.68,120296423413.91,163194330476.64,159685634846.34,215581984985.14,258220217167.83,290052641084.7,307328067144.22,380539124339.49,692700956025.18
99,04-30-2019,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7364000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15264613.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42070378.44,0.0,0.0,0.0,0.0,0.0,323903555.72,190272914.51,0.0,148013560.29,67467032.76,0.0,95692187.88,0.0,222932091.88,185896878.68,166600961.12,134987136.9,0.0,0.0,0.0,0.0,0.0,0.0,301535978.45,162570112.0,526550994.98,248489315.51,0.0,0.0,116634113.86,273891738.02,432276217.03,522892636.0,0.0,0.0,166701596.12,0.0,511898979.57,0.0,334592717.32,459911808.59,0.0,0.0,453474151.1,733964148.56,0.0,1840670082.95,1315146268.73,1292918935.84,1364932830.07,1118966339.05,1240648301.58,1702199421.85,1468264814.22,1573018220.45,1679083513.96,1780540139.82,1553986504.4,1455045521.55,2495011656.0,2185434046.8,3610232539.92,948610515.42,0.0,2110429942.26,2650970317.07,0.0,1083514877.6,2612869669.88,4408857790.29,0.0,4465856883.6,2481803063.31,5298116270.48,14876287354.18,6111889302.43,8713565988.39,11356361662.66,8827607220.04,8578422135.9,11211966239.34,10229305352.36,14324025025.62,4968401456.78,21012039330.74,24537905902.04,0.0,14874054852.05,20035447161.35,20787935613.08,35469956087.86,60969680925.66,62890329086.32,129211369787.6,61378269686.18,54344231047.57,114481722255.23,97654261821.56,110642810335.86,113556172227.52,156933751602.68,156581247993.67,196191331408.45,246504036820.41,273909353421.82,310716828218.29,388613031881.72,671505968986.13
98,03-31-2019,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8177000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15841886.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49958533.25,0.0,0.0,0.0,0.0,0.0,346086094.18,188025441.16,0.0,134369238.83,67471654.06,0.0,98375392.77,0.0,224976515.72,187772758.54,172768521.18,150666782.02,0.0,0.0,0.0,0.0,0.0,0.0,354376747.55,130226861.0,541999424.85,248859837.14,0.0,0.0,116975020.23,217858454.35,431591713.93,532599829.52,0.0,0.0,176113972.39,0.0,481922834.92,0.0,298754141.59,436857208.51,0.0,0.0,539735552.81,727049726.16,0.0,1804981123.78,1515817642.53,1265978339.4,1413891648.43,1127875715.62,1199463803.22,1917856448.55,1338543234.58,1611481366.72,1709495749.48,1782304184.01,1139462639.51,1348820950.43,2534959677.59,2360007870.85,3636081768.84,956283383.95,0.0,2087905998.54,2744076609.69,0.0,1199244233.97,2650330550.46,4384559458.25,0.0,4288973243.74,4345651330.5,5508771547.6,15069197779.18,6462011734.45,8277441503.36,11349663379.47,8710055311.53,9044710021.6,11431769272.13,11463328185.4,14173750923.1,5339608733.73,22676137662.22,25665453269.17,0.0,13812338247.49,21186213746.74,20548055953.05,37645663228.98,62085209852.64,60476135967.9,125049398704.69,63465848434.46,56253628676.29,118502742191.4,97126435403.58,110268767407.75,112145146092.43,158824474328.0,153868274606.19,212627504128.1,245080377722.93,287851442404.19,304717006512.47,375854243381.29,676295183074.34
