,Ticker,Timespan,Bearish_MACD_Result,Bullish_MACD_Result,Bearish_RSI_Result,Bullish_RSI_Result
160,LQD,year,,,False,False
161,EFA,minute,False,False,False,False
162,EFA,hour,False,False,False,False
163,EFA,day,False,False,False,False
164,EFA,week,False,False,False,False
165,EFA,month,False,False,False,False
166,EFA,quarter,False,False,False,False
167,EFA,year,,,False,False
168,USO,minute,False,False,False,False
169,USO,hour,False,False,False,False
170,USO,day,False,False,True,True
171,USO,week,False,False,False,False
172,USO,month,False,False,False,False
173,USO,quarter,False,False,False,False
174,USO,year,,,False,False
175,EEM,minute,False,False,False,False
176,EEM,hour,False,False,True,True
177,EEM,day,False,False,False,False
178,EEM,week,False,False,False,False
179,EEM,month,False,False,False,False
180,EEM,quarter,False,False,False,False
181,EEM,year,,,False,False
182,SPXS,minute,False,False,True,True
183,SPXS,hour,False,True,False,False
184,SPXS,day,False,False,False,False
185,SPXS,week,False,False,False,False
186,SPXS,month,False,False,False,False
187,SPXS,quarter,False,False,False,False
188,SPXS,year,,,,
189,KWEB,minute,False,False,False,False
190,KWEB,hour,False,False,True,True
191,KWEB,day,False,False,False,False
192,KWEB,week,False,False,False,False
193,KWEB,month,False,False,False,False
194,KWEB,quarter,False,False,False,False
195,KWEB,year,,,,
196,KOLD,minute,False,False,False,False
197,KOLD,hour,False,False,False,False
198,KOLD,day,False,False,False,False
199,KOLD,week,False,False,False,False
200,KOLD,month,False,False,False,False
201,KOLD,quarter,False,False,False,False
202,KOLD,year,,,,
203,FXI,minute,False,False,True,True
204,FXI,hour,True,False,True,True
205,FXI,day,False,False,False,False
206,FXI,week,False,False,False,False
207,FXI,month,False,False,False,False
208,FXI,quarter,False,False,False,False
209,FXI,year,,,False,False
210,QQQ,minute,False,False,True,True
211,QQQ,hour,False,False,False,False
212,QQQ,day,False,False,False,False
213,QQQ,week,False,False,True,True
214,QQQ,month,False,False,False,False
215,QQQ,quarter,False,False,True,True
216,QQQ,year,,,True,True
217,XLV,minute,False,False,False,False
218,XLV,hour,True,False,False,False
219,XLV,day,False,False,False,False
220,XLV,week,False,False,False,False
221,XLV,month,False,False,False,False
222,XLV,quarter,False,False,False,False
223,XLV,year,,,True,True
224,SPXU,minute,False,False,False,False
225,SPXU,hour,False,False,False,False
226,SPXU,day,False,False,False,False
227,SPXU,week,False,False,False,False
228,SPXU,month,False,False,False,False
229,SPXU,quarter,False,False,False,False
230,SPXU,year,,,False,False
231,IEI,minute,False,False,False,False
232,IEI,hour,False,False,False,False
233,IEI,day,False,False,False,False
234,IEI,week,False,False,False,False
235,IEI,month,False,False,False,False
236,IEI,quarter,False,False,False,False
237,IEI,year,,,False,False
238,XRT,minute,False,False,False,False
239,XRT,hour,False,False,False,False
240,XRT,day,False,False,False,False
241,XRT,week,False,False,False,False
242,XRT,month,False,False,False,False
243,XRT,quarter,False,False,False,False
244,XRT,year,,,False,False
245,EMB,minute,False,False,True,True
246,EMB,hour,False,False,True,True
247,EMB,day,False,False,False,False
248,EMB,week,False,False,False,False
249,EMB,month,False,False,False,False
250,EMB,quarter,False,False,False,False
251,EMB,year,,,False,False
252,TIP,minute,False,False,True,True
253,TIP,hour,False,False,False,False
254,TIP,day,True,False,False,False
255,TIP,week,False,False,False,False
256,TIP,month,False,False,False,False
257,TIP,quarter,False,False,False,False
258,TIP,year,,,False,False
259,SPY,minute,False,False,False,False
260,SPY,hour,False,False,False,False
261,SPY,day,False,False,True,True
262,SPY,week,False,False,True,True
263,SPY,month,False,False,False,False
264,SPY,quarter,False,False,False,False
265,SPY,year,,,True,True
266,BITO,minute,False,False,True,True
267,BITO,hour,False,False,False,False
268,BITO,day,False,False,False,False
269,BITO,week,False,False,False,False
270,BITO,month,,,False,False
271,BITO,quarter,,,,
272,BITO,year,,,,
273,MSOS,minute,False,False,False,False
274,MSOS,hour,True,False,True,True
275,MSOS,day,False,False,False,False
276,MSOS,week,False,False,False,False
277,MSOS,month,False,False,False,False
278,MSOS,quarter,,,,
279,MSOS,year,,,,
280,SOXL,minute,False,False,False,False
281,SOXL,hour,False,False,False,False
282,SOXL,day,False,True,False,False
283,SOXL,week,False,False,False,False
284,SOXL,month,False,False,False,False
285,SOXL,quarter,False,False,False,False
286,SOXL,year,,,False,False
287,UNG,minute,False,False,False,False
288,UNG,hour,True,False,False,False
289,UNG,day,False,False,False,False
290,UNG,week,False,False,False,False
291,UNG,month,False,False,False,False
292,UNG,quarter,False,False,False,False
293,UNG,year,,,False,False
294,FNGS,minute,False,False,True,True
295,FNGS,hour,False,False,False,False
296,FNGS,day,False,False,False,False
297,FNGS,week,False,False,True,True
298,FNGS,month,False,False,False,False
299,FNGS,quarter,,,True,True
300,FNGS,year,,,,
301,ARKK,minute,False,False,False,False
302,ARKK,hour,False,False,True,True
303,ARKK,day,False,False,False,False
304,ARKK,week,False,False,False,False
305,ARKK,month,False,False,False,False
306,ARKK,quarter,False,False,False,False
307,ARKK,year,,,,
308,LABU,minute,False,False,False,False
309,LABU,hour,True,False,False,False
310,LABU,day,False,False,False,False
311,LABU,week,False,False,False,False
312,LABU,month,False,False,False,False
313,LABU,quarter,False,False,False,False
314,LABU,year,,,,
315,GLD,minute,False,False,False,False
316,GLD,hour,False,False,False,False
317,GLD,day,False,False,False,False
318,GLD,week,False,False,False,False
319,GLD,month,False,False,False,False
320,GLD,quarter,False,False,False,False
321,GLD,year,,,True,True
322,XLE,minute,False,False,False,False
323,XLE,hour,False,False,False,False
324,XLE,day,False,False,False,False
325,XLE,week,False,False,False,False
326,XLE,month,False,False,False,False
327,XLE,quarter,False,False,False,False
328,XLE,year,,,False,False
329,XHB,minute,False,False,False,False
330,XHB,hour,True,False,False,False
331,XHB,day,False,False,True,True
332,XHB,week,False,False,True,True
333,XHB,month,False,False,False,False
334,XHB,quarter,False,False,False,False
335,XHB,year,,,False,False
336,XBI,minute,False,False,False,False
337,XBI,hour,False,False,False,False
338,XBI,day,False,False,False,False
339,XBI,week,False,False,False,False
340,XBI,month,False,False,False,False
341,XBI,quarter,False,False,False,False
342,XBI,year,,,False,False
343,KRE,minute,False,False,True,True
344,KRE,hour,False,False,False,False
345,KRE,day,False,False,False,False
346,KRE,week,False,False,False,False
347,KRE,month,False,False,False,False
348,KRE,quarter,False,False,False,False
349,KRE,year,,,False,False
350,TBT,minute,False,False,True,True
351,TBT,hour,False,False,False,False
352,TBT,day,False,False,False,False
353,TBT,week,False,False,False,False
354,TBT,month,False,False,False,False
355,TBT,quarter,False,False,False,False
356,TBT,year,,,False,False
357,BOIL,minute,False,False,False,False
358,BOIL,hour,False,False,False,False
359,BOIL,day,False,False,False,False
360,BOIL,week,False,False,False,False
361,BOIL,month,False,False,False,False
362,BOIL,quarter,False,False,False,False
363,BOIL,year,,,,
364,TSLL,minute,False,False,True,True
365,TSLL,hour,False,False,False,False
366,TSLL,day,False,False,False,False
367,TSLL,week,False,False,False,False
368,TSLL,month,,,,
369,TSLL,quarter,,,,
370,TSLL,year,,,,
371,DPST,minute,False,False,False,False
372,DPST,hour,False,False,False,False
373,DPST,day,False,False,False,False
374,DPST,week,False,False,False,False
375,DPST,month,False,False,False,False
376,DPST,quarter,False,False,False,False
377,DPST,year,,,,
378,IEF,minute,False,False,True,True
379,IEF,hour,False,False,False,False
380,IEF,day,False,False,False,False
381,IEF,week,False,False,False,False
382,IEF,month,False,True,False,False
383,IEF,quarter,False,False,False,False
384,IEF,year,,,False,False
385,SQQQ,minute,False,False,False,False
386,SQQQ,hour,False,True,False,False
387,SQQQ,day,False,False,False,False
388,SQQQ,week,False,False,False,False
389,SQQQ,month,False,False,False,False
390,SQQQ,quarter,False,False,False,False
391,SQQQ,year,,,False,False
392,EWJ,minute,False,False,False,False
393,EWJ,hour,False,False,False,False
394,EWJ,day,False,False,False,False
395,EWJ,week,False,False,False,False
396,EWJ,month,False,False,False,False
397,EWJ,quarter,False,False,False,False
398,EWJ,year,,,True,True
399,TLT,minute,False,False,False,False
400,TLT,hour,False,False,False,False
401,TLT,day,False,False,False,False
402,TLT,week,False,False,False,False
403,TLT,month,False,False,False,False
404,TLT,quarter,False,False,False,False
405,TLT,year,,,False,False
406,SLV,minute,False,False,False,False
407,SLV,hour,False,False,False,False
408,SLV,day,False,False,False,False
409,SLV,week,False,True,False,False
410,SLV,month,False,False,False,False
411,SLV,quarter,False,False,False,False
412,SLV,year,,,False,False
413,JETS,minute,False,False,False,False
414,JETS,hour,True,False,False,False
415,JETS,day,False,False,False,False
416,JETS,week,False,False,False,False
417,JETS,month,False,False,False,False
418,JETS,quarter,False,False,False,False
419,JETS,year,,,,
420,XLI,minute,False,False,False,False
421,XLI,hour,False,False,False,False
422,XLI,day,False,False,False,False
423,XLI,week,False,False,False,False
424,XLI,month,False,False,False,False
425,XLI,quarter,False,False,False,False
426,XLI,year,,,True,True
427,IYR,minute,False,False,False,False
428,IYR,hour,True,False,False,False
429,IYR,day,False,False,False,False
430,IYR,week,False,False,False,False
431,IYR,month,False,False,False,False
432,IYR,quarter,False,False,False,False
433,IYR,year,,,False,False
434,XLU,minute,False,False,False,False
435,XLU,hour,False,False,False,False
436,XLU,day,False,False,False,False
437,XLU,week,False,False,False,False
438,XLU,month,False,False,False,False
439,XLU,quarter,False,False,False,False
440,XLU,year,,,True,True
441,XLY,minute,False,False,True,True
442,XLY,hour,False,False,True,True
443,XLY,day,False,False,False,False
444,XLY,week,False,False,False,False
445,XLY,month,False,False,False,False
446,XLY,quarter,False,False,False,False
447,XLY,year,,,True,True
448,VIX,minute,,,,
449,VIX,hour,,,,
450,VIX,day,,,,
451,VIX,week,,,,
452,VIX,month,,,,
453,VIX,quarter,,,,
454,VIX,year,,,,
455,NDX,minute,,,,
456,NDX,hour,,,,
457,NDX,day,,,,
458,NDX,week,,,,
459,NDX,month,,,,
460,NDX,quarter,,,,
461,NDX,year,,,,
462,QSPT,minute,False,False,True,True
463,QSPT,hour,False,False,False,False
464,QSPT,day,False,False,True,True
465,QSPT,week,False,False,True,True
466,QSPT,month,,,False,False
467,QSPT,quarter,,,,
468,QSPT,year,,,,
469,QQMG,minute,False,False,True,True
470,QQMG,hour,False,False,True,True
471,QQMG,day,False,False,False,False
472,QQMG,week,False,False,True,True
473,QQMG,month,,,False,False
474,QQMG,quarter,,,,
475,QQMG,year,,,,
476,BYLD,minute,False,False,False,False
477,BYLD,hour,True,False,False,False
478,BYLD,day,False,False,False,False
479,BYLD,week,False,False,False,False
480,BYLD,month,False,False,False,False
481,BYLD,quarter,False,False,False,False
482,BYLD,year,,,,
483,SPIB,minute,False,False,False,False
484,SPIB,hour,True,False,False,False
485,SPIB,day,False,False,False,False
486,SPIB,week,False,False,False,False
487,SPIB,month,False,False,False,False
488,SPIB,quarter,,,False,False
489,SPIB,year,,,,
490,GM,minute,False,False,True,True
491,GM,hour,False,True,False,False
492,GM,day,False,False,False,False
493,GM,week,False,False,False,False
494,GM,month,False,False,False,False
495,GM,quarter,False,False,False,False
496,GM,year,,,False,False
497,WAL,minute,False,False,True,True
498,WAL,hour,False,False,False,False
499,WAL,day,False,False,True,True
500,WAL,week,False,False,False,False
501,WAL,month,False,False,False,False
502,WAL,quarter,False,False,False,False
503,WAL,year,,,False,False
504,NIO,minute,False,False,True,True
505,NIO,hour,False,False,True,True
506,NIO,day,False,False,True,True
507,NIO,week,False,False,True,True
508,NIO,month,False,False,False,False
509,NIO,quarter,False,False,False,False
510,NIO,year,,,False,False
511,AXP,minute,False,False,True,True
512,AXP,hour,False,False,False,False
513,AXP,day,False,False,False,False
514,AXP,week,False,False,False,False
515,AXP,month,False,False,False,False
516,AXP,quarter,False,False,False,False
517,AXP,year,,,True,True
518,ET,minute,False,False,False,False
519,ET,hour,False,False,False,False
520,ET,day,True,False,False,False
521,ET,week,False,False,False,False
522,ET,month,False,False,False,False
523,ET,quarter,False,False,False,False
524,ET,year,,,True,True
525,FTNT,minute,False,False,True,True
526,FTNT,hour,False,False,False,False
527,FTNT,day,False,False,False,False
528,FTNT,week,False,False,False,False
529,FTNT,month,False,False,False,False
530,FTNT,quarter,False,False,True,True
531,FTNT,year,,,True,True
532,FFIE,minute,False,False,False,False
533,FFIE,hour,False,False,False,False
534,FFIE,day,False,False,False,False
535,FFIE,week,False,False,False,False
536,FFIE,month,,,False,False
537,FFIE,quarter,,,,
538,FFIE,year,,,,
539,IAC,minute,False,False,False,False
540,IAC,hour,False,False,True,True
541,IAC,day,False,False,False,False
542,IAC,week,False,False,False,False
543,IAC,month,False,False,False,False
544,IAC,quarter,False,False,False,False
545,IAC,year,,,,
546,SPWR,minute,False,False,False,False
547,SPWR,hour,True,False,False,False
548,SPWR,day,False,False,False,False
549,SPWR,week,False,False,False,False
550,SPWR,month,False,False,False,False
551,SPWR,quarter,False,False,False,False
552,SPWR,year,,,False,False
553,CCL,minute,False,False,False,False
554,CCL,hour,False,False,False,False
555,CCL,day,False,False,False,False
556,CCL,week,False,False,True,True
557,CCL,month,False,False,False,False
558,CCL,quarter,False,False,False,False
559,CCL,year,,,False,False
560,MDB,minute,False,False,True,True
561,MDB,hour,False,False,False,False
562,MDB,day,False,False,False,False
563,MDB,week,False,False,True,True
564,MDB,month,False,False,False,False
565,MDB,quarter,,,False,False
566,MDB,year,,,,
567,ON,minute,False,False,False,False
568,ON,hour,False,False,True,True
569,ON,day,False,False,False,False
570,ON,week,False,False,True,True
571,ON,month,False,False,True,True
572,ON,quarter,False,False,True,True
573,ON,year,,,,
574,KO,minute,False,False,False,False
575,KO,hour,False,False,False,False
576,KO,day,False,False,False,False
577,KO,week,False,True,False,False
578,KO,month,False,False,False,False
579,KO,quarter,False,False,False,False
580,KO,year,,,True,True
581,AVGO,minute,False,False,False,False
582,AVGO,hour,False,False,False,False
583,AVGO,day,False,False,False,False
584,AVGO,week,False,False,True,True
585,AVGO,month,False,False,True,True
586,AVGO,quarter,False,False,True,True
587,AVGO,year,,,True,True
588,TTD,minute,False,False,True,True
589,TTD,hour,False,False,True,True
590,TTD,day,False,False,True,True
591,TTD,week,False,False,True,True
592,TTD,month,False,False,False,False
593,TTD,quarter,False,False,False,False
594,TTD,year,,,,
595,SHEL,minute,False,False,False,False
596,SHEL,hour,False,False,False,False
597,SHEL,day,False,False,False,False
598,SHEL,week,False,False,False,False
599,SHEL,month,,,False,False
600,SHEL,quarter,,,,
601,SHEL,year,,,,
602,GE,minute,False,False,True,True
603,GE,hour,False,False,False,False
604,GE,day,False,False,False,False
605,GE,week,False,False,True,True
606,GE,month,False,False,False,False
607,GE,quarter,False,False,False,False
608,GE,year,,,False,False
609,ALLY,minute,False,False,True,True
610,ALLY,hour,False,False,False,False
611,ALLY,day,False,False,False,False
612,ALLY,week,False,False,False,False
613,ALLY,month,False,False,False,False
614,ALLY,quarter,False,False,False,False
615,ALLY,year,,,,
616,TFC,minute,False,False,True,True
617,TFC,hour,False,False,False,False
618,TFC,day,False,False,False,False
619,TFC,week,False,False,False,False
620,TFC,month,False,False,False,False
621,TFC,quarter,False,False,False,False
622,TFC,year,,,False,False
623,LRCX,minute,False,False,False,False
624,LRCX,hour,False,False,True,True
625,LRCX,day,False,False,True,True
626,LRCX,week,False,False,True,True
627,LRCX,month,False,False,False,False
628,LRCX,quarter,False,False,False,False
629,LRCX,year,,,True,True
630,UNH,minute,False,False,False,False
631,UNH,hour,False,False,False,False
632,UNH,day,False,False,False,False
633,UNH,week,False,False,False,False
634,UNH,month,False,False,False,False
635,UNH,quarter,False,False,True,True
636,UNH,year,,,True,True
637,CAMT,minute,False,True,False,False
638,CAMT,hour,False,False,False,False
639,CAMT,day,False,False,True,True
640,CAMT,week,False,False,True,True
641,CAMT,month,False,False,True,True
642,CAMT,quarter,False,False,True,True
643,CAMT,year,,,True,True
644,AMRS,minute,False,False,True,True
645,AMRS,hour,False,False,False,False
646,AMRS,day,False,False,False,False
647,AMRS,week,False,False,False,False
648,AMRS,month,False,False,False,False
649,AMRS,quarter,False,False,False,False
650,AMRS,year,,,False,False
651,COIN,minute,False,False,False,False
652,COIN,hour,False,False,False,False
653,COIN,day,False,False,False,False
654,COIN,week,False,False,False,False
655,COIN,month,False,False,False,False
656,COIN,quarter,False,False,False,False
657,COIN,year,,,False,False
658,PATH,minute,False,False,True,True
659,PATH,hour,True,False,False,False
660,PATH,day,False,False,False,False
661,PATH,week,False,False,False,False
662,PATH,month,False,False,False,False
663,PATH,quarter,False,False,False,False
664,PATH,year,,,False,False
665,MVIS,minute,False,False,False,False
666,MVIS,hour,False,False,False,False
667,MVIS,day,False,True,False,False
668,MVIS,week,True,False,False,False
669,MVIS,month,False,False,False,False
670,MVIS,quarter,False,False,False,False
671,MVIS,year,,,False,False
672,TGTX,minute,False,False,True,True
673,TGTX,hour,False,False,False,False
674,TGTX,day,False,False,False,False
675,TGTX,week,False,False,False,False
676,TGTX,month,False,False,False,False
677,TGTX,quarter,False,False,False,False
678,TGTX,year,,,,
679,MDT,minute,False,False,True,True
680,MDT,hour,False,False,False,False
681,MDT,day,False,False,False,False
682,MDT,week,False,False,False,False
683,MDT,month,False,False,False,False
684,MDT,quarter,False,False,False,False
685,MDT,year,,,False,False
686,PAAS,minute,False,False,False,False
687,PAAS,hour,False,False,False,False
688,PAAS,day,True,False,False,False
689,PAAS,week,False,False,False,False
690,PAAS,month,False,False,False,False
691,PAAS,quarter,False,False,False,False
692,PAAS,year,,,False,False
693,M,minute,False,False,False,False
694,M,hour,False,False,False,False
695,M,day,False,False,False,False
696,M,week,False,False,False,False
697,M,month,False,False,False,False
698,M,quarter,False,False,False,False
699,M,year,,,False,False
700,SNAP,minute,False,False,False,False
701,SNAP,hour,True,False,False,False
702,SNAP,day,False,False,False,False
703,SNAP,week,False,False,False,False
704,SNAP,month,False,False,False,False
705,SNAP,quarter,,,False,False
706,SNAP,year,,,,
707,NVAX,minute,False,False,False,False
708,NVAX,hour,True,False,False,False
709,NVAX,day,False,False,False,False
710,NVAX,week,False,False,False,False
711,NVAX,month,False,False,False,False
712,NVAX,quarter,False,False,False,False
713,NVAX,year,,,False,False
714,MOS,minute,False,False,True,True
715,MOS,hour,False,False,False,False
716,MOS,day,False,False,False,False
717,MOS,week,False,False,False,False
718,MOS,month,False,False,False,False
719,MOS,quarter,False,False,False,False
720,MOS,year,,,False,False
721,MARA,minute,False,False,False,False
722,MARA,hour,False,False,False,False
723,MARA,day,False,False,False,False
724,MARA,week,False,False,False,False
725,MARA,month,False,False,False,False
726,MARA,quarter,False,False,False,False
727,MARA,year,,,,
728,TWLO,minute,False,False,False,False
729,TWLO,hour,False,False,False,False
730,TWLO,day,False,False,False,False
731,TWLO,week,False,False,False,False
732,TWLO,month,False,False,False,False
733,TWLO,quarter,False,False,False,False
734,TWLO,year,,,,
735,CSCO,minute,False,False,True,True
736,CSCO,hour,False,False,False,False
737,CSCO,day,True,False,False,False
738,CSCO,week,False,False,False,False
739,CSCO,month,False,False,False,False
740,CSCO,quarter,False,False,False,False
741,CSCO,year,,,False,False
742,CROX,minute,False,False,False,False
743,CROX,hour,False,False,False,False
744,CROX,day,False,False,False,False
745,CROX,week,False,False,False,False
746,CROX,month,False,False,False,False
747,CROX,quarter,False,False,False,False
748,CROX,year,,,True,True
749,RUN,minute,False,False,False,False
750,RUN,hour,False,False,False,False
751,RUN,day,False,False,False,False
752,RUN,week,False,False,False,False
753,RUN,month,False,False,False,False
754,RUN,quarter,False,False,False,False
755,RUN,year,,,False,False
756,CMA,minute,False,False,True,True
757,CMA,hour,False,False,False,False
758,CMA,day,False,False,False,False
759,CMA,week,False,False,False,False
760,CMA,month,False,False,False,False
761,CMA,quarter,False,False,False,False
762,CMA,year,,,False,False
763,RIOT,minute,False,False,False,False
764,RIOT,hour,True,False,False,False
765,RIOT,day,False,False,False,False
766,RIOT,week,False,False,True,True
767,RIOT,month,False,False,False,False
768,RIOT,quarter,,,False,False
769,RIOT,year,,,,
770,PLTR,minute,False,False,False,False
771,PLTR,hour,False,False,True,True
772,PLTR,day,False,False,False,False
773,PLTR,week,False,False,True,True
774,PLTR,month,False,False,False,False
775,PLTR,quarter,,,,
776,PLTR,year,,,,
777,UPST,minute,False,False,False,False
778,UPST,hour,False,False,False,False
779,UPST,day,False,False,True,True
780,UPST,week,False,False,True,True
781,UPST,month,False,False,False,False
782,UPST,quarter,,,,
783,UPST,year,,,,
784,MRK,minute,False,False,True,True
785,MRK,hour,False,False,False,False
786,MRK,day,False,False,False,False
787,MRK,week,False,False,False,False
788,MRK,month,False,False,False,False
789,MRK,quarter,False,False,False,False
790,MRK,year,,,False,False
791,HUT,minute,False,False,False,False
792,HUT,hour,True,False,False,False
793,HUT,day,False,False,False,False
794,HUT,week,False,False,False,False
795,HUT,month,,,False,False
796,HUT,quarter,,,,
797,HUT,year,,,,
798,GOEV,minute,False,False,False,False
799,GOEV,hour,False,False,False,False
800,GOEV,day,False,False,False,False
801,GOEV,week,False,False,False,False
802,GOEV,month,False,False,False,False
803,GOEV,quarter,,,,
804,GOEV,year,,,,
805,UVIX,minute,False,False,True,True
806,UVIX,hour,False,True,False,False
807,UVIX,day,False,False,False,False
808,UVIX,week,False,False,False,False
809,UVIX,month,,,False,False
810,UVIX,quarter,,,,
811,UVIX,year,,,,
812,ORCL,minute,False,False,True,True
813,ORCL,hour,False,True,False,False
814,ORCL,day,False,False,False,False
815,ORCL,week,False,False,False,False
816,ORCL,month,False,False,True,True
817,ORCL,quarter,False,False,True,True
818,ORCL,year,,,True,True
819,DIS,minute,False,False,False,False
820,DIS,hour,False,False,False,False
821,DIS,day,False,False,False,False
822,DIS,week,False,False,False,False
823,DIS,month,False,False,False,False
824,DIS,quarter,False,False,False,False
825,DIS,year,,,False,False
826,OSTK,minute,False,False,False,False
827,OSTK,hour,False,False,False,False
828,OSTK,day,False,True,True,True
829,OSTK,week,False,False,True,True
830,OSTK,month,False,False,False,False
831,OSTK,quarter,False,False,False,False
832,OSTK,year,,,False,False
833,XLV,minute,False,False,False,False
834,XLV,hour,True,False,False,False
835,XLV,day,False,False,False,False
836,XLV,week,False,False,False,False
837,XLV,month,False,False,False,False
838,XLV,quarter,False,False,False,False
839,XLV,year,,,True,True
840,BBIO,minute,False,False,False,False
841,BBIO,hour,False,False,False,False
842,BBIO,day,False,False,True,True
843,BBIO,week,False,False,True,True
844,BBIO,month,False,False,False,False
845,BBIO,quarter,,,False,False
846,BBIO,year,,,,
847,GS,minute,False,False,True,True
848,GS,hour,False,False,False,False
849,GS,day,False,False,False,False
